InChIKey,SMILES
YETXSQDQSWLLJR-UHFFFAOYSA-N,NCCCCCC(CCN)SCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
YEZNLOUZAIOMLT-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
YFDSDRDMDDGDFC-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)N1CCN(C)CC1
YFOGAJAJKAWILS-UHFFFAOYSA-N,CCCCNc1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
YFSROEJZFCNGBG-UHFFFAOYSA-N,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N
YGKGGCBHYIMPFH-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccc(N)cc2)C1C(=O)NC1c2ccccc2CC1O
YGSDEFSMJLZEOE-UHFFFAOYSA-N,O=C(O)c1ccccc1O
YHLJEWZZOJLRNJ-UHFFFAOYSA-N,CC(C)CC(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O
YJEITIRWMUEULI-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(F)(F)C(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1
YJRLSCDUYLRBIZ-UHFFFAOYSA-N,COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1O
YKQOSKADJPQZHB-UHFFFAOYSA-N,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O
YLFGKFNAVPVWDW-UHFFFAOYSA-N,CCC(C)(N)C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
YLJREFDVOIBQDA-UHFFFAOYSA-N,N=c1c2c([nH]c3ccccc13)CCCC2
YMDXZJFXQJVXBF-UHFFFAOYSA-N,CC1OC1P(=O)(O)O
YMFNPBSZFWXMAD-UHFFFAOYSA-N,Cc1ccc(NCCCc2ccccc2)c(N)c1
YMPLTFCIOBBXOA-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(C(C)(C)C)c(OCS(C)(=O)=O)c1)C(C)C
YNAVUWVOSKDBBP-UHFFFAOYSA-N,C1COCCN1
YNBOCEDDDXTHSP-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCS(=O)(=O)N(C)C)C(C)C)ccc1OC
YNOSWBMPGXOPJZ-UHFFFAOYSA-N,CCCCS(=O)(=O)CC(NC(=O)OCc1cccnc1)C(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNCc1cccc(CC)c1
YNXGIROKYOHHJW-UHFFFAOYSA-N,CC(NC(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)C2NC(C)(C)N(C)C2=O)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
YOUIXYWUUXULRM-UHFFFAOYSA-N,Nc1nc2ccccc2cc1CCC(=O)NCC1CCCCC1
YPBVHULVAIIHPQ-UHFFFAOYSA-N,COC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C
YRVFQPBPZCRUDX-UHFFFAOYSA-N,N=c1[nH]cnc2cc[nH]c12
YSDQQAXHVYUZIW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)C(C)CC)C(=O)O
YTBFVFURRJQMRL-UHFFFAOYSA-N,CC(NC(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)Cn2cccn2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
YTELHZGITUPWIN-UHFFFAOYSA-N,CCCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)NC(C(O)CNC1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2
YTPLMLYBLZKORZ-UHFFFAOYSA-N,c1ccsc1
YUSWMAULDXZHPY-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12
YXQDRIRSAHTJKM-UHFFFAOYSA-N,NC(CS)C(=O)NC(CO)C(=O)O
ZASOWXQELAKJDI-UHFFFAOYSA-N,NC1=NC2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12
ZAUCFWTWRBZAIR-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCNCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCC(C)CC
ZAWLRCAPIHLGNI-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)NC(CO)(CO)CO)C(C)C)C(=O)NCc1ccccn1
ZCQYSIOBSMLSDT-UHFFFAOYSA-N,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(C(=O)NC(c1ccccc1)C(O)CC(=O)O)C(C)C
ZDIGNSYAACHWNL-UHFFFAOYSA-N,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
ZDXPYRJPNDTMRX-UHFFFAOYSA-N,NC(=O)CCC(N)C(=O)O
ZFPBJGGSLDLATD-UHFFFAOYSA-N,C=C(CC(O)C(CC1CCCCC1)NC(=O)C(CCCC)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
ZFTDVQQMMHLYOK-UHFFFAOYSA-N,CC#Cc1cncc(-c2csc(C34CN(C(=O)c5cccc(F)c5)CC3C(=O)N(C)C(N)=N4)c2)c1
ZFZUCSZEDBBENP-UHFFFAOYSA-N,C=CC1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N1C
ZHBQVFWGAQTZHO-UHFFFAOYSA-N,CCn1cc(C2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
ZHDZQXHOQVYYCG-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccccc2O)C1C(=O)NC1c2ccccc2CC1O
ZHQLTKAVLJKSKR-UHFFFAOYSA-N,O=C(O)Cc1ccccc1C(=O)O
ZHVWWEYETMPAMX-UHFFFAOYSA-N,Oc1ccc2c3c1OC1c4oc5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314
ZHZSBUKNHGZRTJ-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(Cc3ccccc3)CCN2)c1
ZJFIBYCNZHIVEL-UHFFFAOYSA-N,CN1C(=O)CC(C)(c2cccc(NC(=O)c3ccc(OCC(F)(F)F)cn3)c2)N=C1N
ZJTYPGUYLZBCCX-UHFFFAOYSA-N,Cc1ccc2c(NNC(=O)c3ccccc3O)c3ccccc3nc2c1C
ZJUKTBDSGOFHSH-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
ZJVUMAFASBFUBG-UHFFFAOYSA-N,O=C1OC2C(O)OC3COC(=O)c4cc(O)c(O)c(O)c4-c4c(O)c(O)c5oc(=O)c6c(c(O)c(O)c7oc(=O)c4c5c76)-c4c(cc(O)c(O)c4O)C(=O)OC3C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O
ZKHQWZAMYRWXGA-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
ZMCBYSBVJIMENC-UHFFFAOYSA-N,CCOC(=O)c1cccc(N)c1
ZMUJLPMFGFHYOY-UHFFFAOYSA-N,CSCCC(NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NCC(C)C)C(C)C
ZNHGODVQRJHRGJ-UHFFFAOYSA-N,CC(C)C(NC(=O)C(N)CNC(=O)c1nn[nH]n1)C(=O)NC(CC1CCCCC1)C(=O)NC(Cc1ccccc1)C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
ZNJFBWYDHIGLCU-UHFFFAOYSA-N,CCC=CCC1C(=O)CCC1CC(=O)O
ZNJMRVDDTCUBGP-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCc2ccncc2)c1)C(C)C
ZNOVTXRBGFNYRX-UHFFFAOYSA-N,CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO
ZOAVSRHEYNKAIW-UHFFFAOYSA-N,CC(C)CC(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
ZOZZWZVOMAKBJD-UHFFFAOYSA-N,CCCCNC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)COc1ccc2ccccc2c1)C(C)CC
ZPHIGADCEJRCRP-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CCS(C)(=O)=O)NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
ZPQDRLPJUKSWIJ-UHFFFAOYSA-N,C=CCSC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
ZQBDXEARYNLKKR-UHFFFAOYSA-N,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C(F)F)CCOC(N)=N3)c2)nc1
ZSLZBFCDCINBPY-UHFFFAOYSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
ZTKCGLWIXHAITR-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(C(C)C)C(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1
ZUCWQTWGZGIYPV-UHFFFAOYSA-N,Ic1cccc(CN=c2c3c([nH]c4ccccc24)CCCC3)c1
ZVYCZICBBIUVHC-UHFFFAOYSA-N,Cc1noc(C)c1-c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCOCC1
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO
ZYQLXDXIWZIRRO-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCS(C)(=O)=O)c1)C(C)C
ZZAWYZMELVUDJZ-UHFFFAOYSA-N,CC(=O)NC(Cc1cn(C=O)c2ccccc12)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C(=O)NC(Cc1cn(C=O)c2ccccc12)C(N)=O)C(C)C
YHYKUSGACIYRML-KRWDZBQOSA-N,CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O
HVMGGHDPXHODHE-AWEZNQCLSA-N,Cc1ccc(C)c(OC[C@@H](O)CN2CCOCC2)c1
HESMISSJMKCCAV-UHFFFAOYSA-N,COc1cc(Br)cc(CN2CCC(N=C(O)CCCS)CC2)c1OC
AEVBKBAFFJKFJZ-UHFFFAOYSA-N,COc1cccc(-c2cccc(CCc3cccc(N)n3)c2)c1
CEXXKSSFAKABEN-ZDUSSCGKSA-N,OC(=NCCS)[C@@H]1CN(Cc2ccc(F)cc2)CCN1
VDFBMQAUECXNKR-OAQYLSRUSA-N,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(=N)N3)c2)c1
QWDOKZPZLWNULU-MZNJEOGPSA-N,C[C@@H]1CCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1
LQOCXPOKEPYGTJ-IBGZPJMESA-N,COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(=N)N3)c2)c1
MUDVORCZGBAHNA-UHFFFAOYSA-N,COc1cccc(OC)c1CN1CCC(N=C(O)CCCS)CC1
OYTFYWWLBPDTNS-AWEZNQCLSA-N,OC(=NCCCS)[C@@H]1CN(Cc2ccc(F)cc2)CCN1
QJAPFAZHNSZLJE-CWURXVSKSA-N,CC(C)C[C@H](N=C(O)[C@@H]1CC(O)=NCCCCCCOC(O)=N[C@@H](C(C)C)C(O)=N1)[C@@H](O)C[C@@H](C)C(O)=N[C@H](C(O)=NCc1ccccc1)C(C)C
PGAWZMRRCVSRIM-UHFFFAOYSA-N,COc1cncc(-c2cccc(CNc3cccnc3N)c2)c1
AACUJFVOHGRMTR-DPXNYUHVSA-N,C[C@H]1OC[C@]2(c3cc(N=C(O)c4cnc(C(F)F)cn4)ccc3F)NC(=N)SC[C@H]12
ADCBAOTWERXLAP-UHFFFAOYSA-N,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C
ADEBPBSSDYVVLD-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
AFOKZNPZDXHDHD-UHFFFAOYSA-N,CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
AFSDNFLWKVMVRB-UHFFFAOYSA-N,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
AYMYWHCQALZEGT-ORCRQEGFSA-N,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O
BEYIWVKWKJROGZ-UHFFFAOYSA-N,CC(C)=CCOc1c2ccoc2c(O)c2oc(=O)ccc12
BGEBZHIAGXMEMV-UHFFFAOYSA-N,COc1c2ccoc2cc2oc(=O)ccc12
BGXFQDFSVDZUIW-LBPRGKRZSA-N,CC1(C)Oc2cc3oc(=O)ccc3cc2C[C@@H]1O
BLPHPSBSZGKMLY-WCHXXFKISA-N,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C[C@@]3(O)CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@H]12
BMLZFLQMBMYVHG-UHFFFAOYSA-N,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12
CTJZWFCPUDPLME-LLVKDONJSA-N,CC1(C)O[C@@H]1COc1c2occc2cc2ccc(=O)oc12
CTPXXQMJFXTTQZ-XNTDXEJSSA-N,COc1c2ccoc2c(OC/C=C(\C)CCC=C(C)C)c2oc(=O)ccc12
CUKSFECWKQBVED-INIZCTEOSA-N,CC(C)=CC(=O)O[C@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C
DBMJZOMNXBSRED-OQLLNIDSSA-N,CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12
DFMAXQKDIGCMTL-UHFFFAOYSA-N,COc1c2ccoc2c(OC)c2oc(=O)ccc12
DXDRHHKMWQZJHT-FPYGCLRLSA-N,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
FIDUIAPDSKSUGO-UHFFFAOYSA-N,CC(C)=CCc1cc2ccc(=O)oc2cc1O
FOINLJRVEBYARJ-UHFFFAOYSA-N,CC(C)(O)C(O)COc1c2occc2cc2ccc(=O)oc12
FQFLPZZATVCNLA-UHFFFAOYSA-N,C#CCN(C)Cc1ccc(O)c2ncccc12
FWYSBEAFFPBAQU-LBPRGKRZSA-N,CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1
GDQXJMLXEYSICD-UHFFFAOYSA-N,CC(C)=CC1Oc2cc(O)ccc2-c2oc3c4c(cc(O)c3c(=O)c21)OC(C)(C)C=C4
GIJHDGJRTUSBJR-UHFFFAOYSA-N,O=c1ccc2c(O)c3ccoc3cc2o1
GQYKIJZPMPGPIM-UHFFFAOYSA-N,O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1
GUAFOGOEJLSQBT-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2cc1OC
HJMDOAWWVCOEDW-UHFFFAOYSA-N,CC(C)=CCOc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12
HJTVQHVGMGKONQ-UHFFFAOYSA-N,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O
IGWDEVSBEKYORK-UHFFFAOYSA-N,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12
IKMDFBPHZNJCSN-UHFFFAOYSA-N,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
IKUIJYZNRMQNBM-FWXQPYBBSA-N,CC(C)=CCC/C(=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(=O)C=C(C)C1=O)C(=O)O
ILEDWLMCKZNDJK-UHFFFAOYSA-N,O=c1ccc2cc(O)c(O)cc2o1
IQHPDUUSMBMDGN-WEVVVXLNSA-N,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1
IYRMWMYZSQPJKC-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
JCGHAEBIBSEQAD-UUUCSUBKSA-N,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
JCGHAEBIBSEQAD-WZASNERQSA-N,O=C(OC1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
JVBCTBWKMWXQQO-VWLOTQADSA-N,O=C1C[C@@H](c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)Oc2cc(O)cc(O)c21
JWVYQQGERKEAHW-UHFFFAOYSA-N,O=c1ccc2cc3ccoc3c(O)c2o1
KGMPDQIYDKKXRD-UHFFFAOYSA-N,COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(O)=NCc1nccc(OC)c1F
KLKKWCPJBTXWOV-UHFFFAOYSA-N,CC(C)CN(CCCN1CCN(CCCN=c2[nH]c3ccccc3[nH]2)CC1)CC(C)C
KTAQQSUPNZAWEY-OSPHWJPCSA-N,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1OC)CC2=O
KZNIFHPLKGYRTM-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
LADPNODMUXOPRG-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c(O)cc(O)c12
LIIALPBMIOVAHH-UHFFFAOYSA-N,COc1ccc2ccc(=O)oc2c1
LSHVYAFMTMFKBA-CTNGQTDRSA-N,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
LSHVYAFMTMFKBA-FPOVZHCZSA-N,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
LTTQKYMNTNISSZ-KESSSICBSA-N,C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O
MACMAADVRVVHBD-VMPITWQZSA-N,O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O
MBRLOUHOWLUMFF-UHFFFAOYSA-N,COc1ccc2ccc(=O)oc2c1CC=C(C)C
MJQMRGWYPNIERM-HNNXBMFYSA-N,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(=N)N1
MRXBCEQZNKUUIP-DEOSSOPVSA-N,N=C1N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21
MVJHUMZXIJPVHV-UHFFFAOYSA-N,COc1c2ccoc2c(O)c2oc(=O)ccc12
NCWLTPKGFNPAMP-UHFFFAOYSA-N,Cc1c(O)cc2oc3c(c(=O)c2c1O)-c1ccc(O)cc1OC3O
NIDRNVHMMDAAIK-YPMLDQLKSA-N,N=C1N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1
NNDOCYLWULORAM-UHFFFAOYSA-N,COc1c2occc2c(OCC=C(C)C)c2ccc(=O)oc12
OGBMVWVBHWHRGD-MWTRTKDXSA-N,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O
OHVLVQZSSLHFMS-UHFFFAOYSA-N,CC1(C)CCc2cc3ccc(=O)oc3cc2O1
OJVQOGDGFIJYPN-LLVKDONJSA-N,C=C[C@H](c1ccccc1O)c1cc(O)c(OC)cc1OC
OLOOJGVNMBJLLR-UHFFFAOYSA-N,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12
ORBITTMJKIGFNH-LLVKDONJSA-N,COc1c2ccoc2c(OC[C@H]2OC2(C)C)c2oc(=O)ccc12
ORHBXUUXSCNDEV-UHFFFAOYSA-N,O=c1ccc2ccc(O)cc2o1
PDOCNPCPPLPXRV-UHFFFAOYSA-N,Nc1nc2ccc(Cl)cc2[nH]1
PEWFWDOPJISUOK-CYBMUJFWSA-N,CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12
PFTAWBLQPZVEMU-ZFWWWQNUSA-N,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2
PKRPFNXROFUNDE-LLVKDONJSA-N,COc1c2ccoc2c(OC[C@@H](O)C(C)(C)O)c2oc(=O)ccc12
PLKUANBZKFHKND-UHFFFAOYSA-N,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2ccccc2o1
PMFICSJNAUBMIQ-QRQCRPRQSA-N,C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O
PZHNKNRPGLTZPO-VZRGJMDUSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O
PZUQEBIOBVCCSP-LPBYFKGCSA-N,CC1(C)[C@H](O)CC[C@]2(C)[C@H]3CC[C@H]4[C@@](C)(CC[C@@H]5[C@]4(C)CC[C@@H](O)[C@]5(C)C(=O)O)CC3=CC(=O)[C@@H]12
QCDYQQDYXPDABM-UHFFFAOYSA-N,Oc1cc(O)cc(O)c1
QJYNZEYHSMRWBK-NIKIMHBISA-N,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
QOTBQNVNUBKJMS-UHFFFAOYSA-N,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1
QPIZDZGIXDKCRC-JTCWOHKRSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O
QTAGQHZOLRFCBU-ZDUSSCGKSA-N,CC1(C)O[C@H]1COc1c2ccoc2cc2oc(=O)ccc12
QUVCQYQEIOLHFZ-UHFFFAOYSA-N,CC1(C)C=Cc2c(ccc3ccc(=O)oc23)O1
QXKHYNVANLEOEG-UHFFFAOYSA-N,COc1c2occc2cc2ccc(=O)oc12
RAKJVIPCCGXHHS-UHFFFAOYSA-N,CC(C)=CCc1c(O)ccc2ccc(=O)oc12
REFJWTPEDVJJIY-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
RSDDHGSKLOSQFK-RVDMUPIBSA-N,CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1
RSZDAYHEZSRVHS-UHFFFAOYSA-N,COc1cc2oc(=O)ccc2cc1CC=C(C)C
SMHJTSOVVRGDEO-UHFFFAOYSA-N,CC(C)=CCOc1ccc2ccc(=O)oc2c1
SOVNCTNQAWWYAQ-OQLLNIDSSA-N,CC(C)=CCC/C(C)=C/COc1c2occc2cc2ccc(=O)oc12
UDOOPSJCRMKSGL-ZHACJKMWSA-N,O=C(/C=C/c1ccccc1O)c1ccccc1
UJSHBYQGQRPVNO-UHFFFAOYSA-N,CC1(C)Oc2ccc3ccc(=O)oc3c2CC1O
URPKVELJRWKNQS-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)nc1)c1ccc(F)cc1
VFLDPWHFBUODDF-FCXRPNKRSA-N,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
VNWJCXLTKRADKP-UHFFFAOYSA-N,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2cc(O)c(O)cc2o1
WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
