InChIKey,SMILES
JEEOUWBWJFSMIP-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1
JEJLGIQLPYYGEE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCC
JFCIKXOPSCFWBJ-UHFFFAOYSA-N,COc1ccccc1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
JGAGHIIOCADQOV-UHFFFAOYSA-N,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C
JGBGNKDRAKSUHZ-UHFFFAOYSA-N,CCCCC(NC(=O)C(CN)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCc1nnn[nH]1)C(=O)NC1CCC(=O)NCCCCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C2CC(O)CN2C1=O
JGSARLDLIJGVTE-UHFFFAOYSA-N,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
JHBVXZXFCJIAJZ-UHFFFAOYSA-N,CC#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1
JHSNGLVIKDQTQV-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(S(=O)(=O)Cc3ccc(F)cc3)CN2)C1=O
JHXMNPPHLROWJR-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CCC(N)C(=O)O)C(C)C)C(=O)NCc1ccccn1
JJJDOYFRIVNWHV-UHFFFAOYSA-N,CC(=O)NC1(CC(C)C)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccccc3CN2)C1=O
JJVQUUYZGJWBPW-UHFFFAOYSA-N,CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(CC(=O)OC)cc3)cc2)C2CCN(Cc3ncc[nH]3)CC2)cc1
JKMHFZQWWAIEOD-UHFFFAOYSA-N,O=S(=O)(O)CCN1CCN(CCO)CC1
JKQCQYBXDQPJNC-UHFFFAOYSA-N,CN(C(=O)CCC(C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1
JLAKCHGEEBPDQI-UHFFFAOYSA-N,Fc1ccc(CC2CCNCC2)cc1
JLEVVQRBEATTCM-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1
JLPYLHLUHJOPNL-UHFFFAOYSA-N,Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12
JLXRYBDDOAPKHW-UHFFFAOYSA-N,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21
JMGIIRMWNYKAGT-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCCN1)C(=O)NC(=O)C(N)Cc1ccccc1
JMRKOGDJNHPMHS-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(CNC(CCC(=O)O)C(=O)O)c1O
JMXMEKJLQWJRHY-UHFFFAOYSA-N,COCC(C(=O)OC1CC=CC=CC(=O)OC(C(C)C(O)C(C)CCC(OC(=O)C(C)N(C)C)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)CC=CC(OC)CC(C)CC=C(C)C(OC)CCC(C)C(O)C1C)N(C)C
JNZVHVKLIVQYNX-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CCCOP(=O)(O)O)C(C)C)C(=O)NCc1ccccn1
JPMKMPAXJXWYBK-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
JQKOHRZNEOQNJE-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN
JQOFUZAKCVQZTH-UHFFFAOYSA-N,CC(C)CCNC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)CC(C)C)C(C)C
JQPAAZWPAWJQPM-UHFFFAOYSA-N,CC(C)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCN(C)C
JQPDCKOQOOQUSC-UHFFFAOYSA-N,CC(C)C1CNC(C(=O)O)C1CC(=O)O
JQTXWEHBUDESJC-UHFFFAOYSA-N,c1ccc(Cc2ccc(OCCN3CCCC3)cc2)cc1
JRTACURQOKVHSE-UHFFFAOYSA-N,CCCCC(NCC1Cc2cccc(c2)CCCCc2cc(cc(N(CCC)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C
JTLFDPIJDGKVHW-UHFFFAOYSA-N,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6cc(O)ccc6n2c5c31)C(=O)N=C4
JTPXYWDIEPQVGB-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(F)(F)C(O)C(CC1CCCCC1)NC(=O)C(CC1N=CC=N1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1
JTYGZAPMRYLRCN-UHFFFAOYSA-N,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21
JTZSUTRATHTTMW-UHFFFAOYSA-N,CC(C)CCNC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C
JUNJDMWAWDTTAA-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3ccccn3)CN2)C1=O
JUPOTOZFKVZQII-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCC(=O)OC)c1)C(C)C
JUVIZUPSXSIJMO-UHFFFAOYSA-N,COc1cccc(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c1
JVHYJYRMDZDSFP-UHFFFAOYSA-N,COC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C
JVNKLECJDZSZDR-UHFFFAOYSA-N,COCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CC(O)C(=O)O
JVYHUOIVVLDSHT-UHFFFAOYSA-N,CC(NC(=O)c1cc(C(=O)OCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
JWSHQJYDXNPIKG-UHFFFAOYSA-N,CC(C)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2
JWVCLYRUEFBMGU-UHFFFAOYSA-N,c1ccc2ncncc2c1
JXPOIFQLOPSPRM-UHFFFAOYSA-N,CSCC(NC(=O)Cc1ccccc1N)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
JYCQQPHGFMYQCF-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1
JZFCZNJOQYIEAF-UHFFFAOYSA-N,CC(=O)N1CCC(C(=O)N(CCc2ccc3c(c2)OCO3)CC(O)C(Cc2ccccc2)NC(=O)COc2cccc(Cl)c2)CC1
JZQKTMZYLHNFPL-UHFFFAOYSA-N,CCCCCC=CC=CC=O
JZYWSTGTBRHGTL-UHFFFAOYSA-N,COC(=O)C1CCCN1C(=O)C(Cc1ccccc1)N(C)C(=O)C(C)NC(=O)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(OC(=O)C(OC(=O)C(C(C)C)N(C)C)C(C)C)C(C)C)C(C)O
KAHOVIZPKWWDDX-UHFFFAOYSA-N,CSCC(NC(=O)COc1cccc(Nc2ccccc2)c1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
KBPHJBAIARWVSC-UHFFFAOYSA-N,CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)=CC(O)CC1(C)C
KCNWMHBIZSWXTB-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2c(F)cccc2F)C1C(=O)NC1c2ccccc2CC1O
KCQAMDDVQXZDMS-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1
KCXVZYZYPLLWCC-UHFFFAOYSA-N,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
KDRUCCZCGHVXGH-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(S(=O)(=O)c3ccccc3)CCN2)c1
KDXKERNSBIXSRK-UHFFFAOYSA-N,NCCCCC(N)C(=O)O
KEDQCFRVSHYKLR-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC
KESNNQSEPBXION-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCCC(=O)O)C(C)C)ccc1OC
KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O
KGKGSIUWJCAFPX-UHFFFAOYSA-N,NC(=S)c1c(Cl)cccc1Cl
KGNXIOMLRKTRJD-UHFFFAOYSA-N,Cc1cc(NCCN)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
KJHKTHWMRKYKJE-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O
KJMWIIZCJOFKRK-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3ccccn3)CN2)C1=O
KJPRBAWNGKPDKH-UHFFFAOYSA-N,CCSC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
KJQYIOYOHBXLEG-UHFFFAOYSA-N,CCCCN1C(=O)C(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)CC1(C)C
KKTYZYHUPKXLPL-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
KLNHCORKYXXGEP-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC1CCCCC1)NC(=O)N1CCOCC1)C(=O)NC(Cc1ccc2ccccc2c1)C(O)C(O)CC(C)C
KMBPJSHPAXOXBT-UHFFFAOYSA-N,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccn1
KMPZTBYBVXRNNV-UHFFFAOYSA-N,CSCC(NC(=O)c1cc(=O)c2ccccc2o1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
KNAHARQHSZJURB-UHFFFAOYSA-N,CCCc1cc(O)nc(S)n1
KOTXAHKUCAQPQA-UHFFFAOYSA-N,CC(=O)OC1CC2C(OC(C)=O)C=C3CC(C)(C(=O)C(O)C(=C1C)C2(C)C)C(O)CC3OC(=O)C(O)C(c1ccccc1)N(C)C
KPSREJUIWGMDLW-UHFFFAOYSA-N,CCCOC(=O)NC(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C
KQJSQWZMSAGSHN-UHFFFAOYSA-N,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C
KQTSBEYXBFKZJR-UHFFFAOYSA-N,CCCNC(=O)NC(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C
KRHPBWNETCEFGS-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N(C)c2ccnn2-c2ccccc2)cc1
KRMVRQTVFPNOPS-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(COCc1cccc(-c2ccsc2)c1)NC(=O)C(NC(=O)c1ccccn1)C(C)C)C(N)=O
KSGNCVYBLWHGKD-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2cccc(O)c2)C1C(=O)NC1c2ccccc2CC1O
KSRGIPYZQZCBMH-UHFFFAOYSA-N,CCCC(Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1
KTRFBFMYAJOXLG-UHFFFAOYSA-N,CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2NC1=N)C1CCCCC1
KUJRBRZMJQIYAQ-UHFFFAOYSA-N,Cc1cc2c(-c3ccc[nH]c3=O)c(C(=O)O)n(Cc3cc4ccccc4[nH]c3=S)c2cc1F
KUUQJUDFHATCIV-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
KWAOMPWGIIXDPH-UHFFFAOYSA-N,OC1C=CC23c4cc5c(cc4CN(CC2O)C3C1)OCO5
KWKXNDCHNDYVRT-UHFFFAOYSA-N,CCCCCCCCCCCCc1ccccc1
KWLQLHIFFCXIEX-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)Sc1cccs1
KYCUIZHPGSKLBL-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(C)C)C(=O)NCc1ccccn1
KYHYNSQLYDXSNK-UHFFFAOYSA-N,COCC1CCCN1C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3ccccc3)CN2)c1
KZFDKINRISJFCO-UHFFFAOYSA-N,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1N)C2
KZVAAIRBJJYZOW-UHFFFAOYSA-N,OCC1OCC(O)C1O
LAMCTYMUFVYFER-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(O)CN2)C1=O
LAVCSYCCYHZRBK-UHFFFAOYSA-N,Cc1cccc(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c1
LBHQACSAGWCMAB-UHFFFAOYSA-N,Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1
LCSGKLXXIKDHLA-UHFFFAOYSA-N,CCc1ccc2c(c1)C(NCC(O)C1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2
LCZDCKMQSBGXAH-UHFFFAOYSA-N,Cc1cn(CC(N)C(=O)O)c(=O)n(Cc2cc(-c3ccccc3)sc2C(=O)O)c1=O
LDAFQVRTSOETPE-UHFFFAOYSA-N,CCc1cc(CCN)ccc1O
LDLOTPBPEFKMMQ-UHFFFAOYSA-N,CNCCN(C)c1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
LFUDMWVKOQLCJI-UHFFFAOYSA-N,CC(C)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCN1CCCC1
LHRPSJNSUVBZSV-UHFFFAOYSA-N,COC(=O)CC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
LHXOEDFLIWKMOW-UHFFFAOYSA-N,CCC(C)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN(C)CC(=O)C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C(N)CC1CCCCC1)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC1CCCCC1)C(N)=O
LJJKNPQAGWVLDQ-UHFFFAOYSA-N,O=C(O)CNC(=O)C(CS)Cc1ccccc1
LKKZJXADTMQDID-UHFFFAOYSA-N,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)COC(=O)C(C)(C)C
LKMMYWNVZOCACV-UHFFFAOYSA-N,CC(C)(C)Cc1cnc2c(c1)C(NCC(O)C1Cc3cccc(c3)CCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2
LMHDJRUKZXENER-UHFFFAOYSA-N,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS(=O)(=O)C(C)(C)C(N)=N1
LNBSLHNHHTYHMF-UHFFFAOYSA-N,COC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)CS(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
LNTHITQWFMADLM-UHFFFAOYSA-N,O=C(O)c1cc(O)c(O)c(O)c1
LPQUIIHPUGDHJK-UHFFFAOYSA-N,Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1
LPZOLMFQGUDKQH-UHFFFAOYSA-N,CCCOC1CNC(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(CC(C)C)(NC(C)=O)C2=O)C1
LQEGZASPPAQUNS-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)N1CCC(N(C)C)CC1)C(=O)NCc1cnc(C)nc1N
LQEMUNLLUUKMPD-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2cccc(N)c2)C1C(=O)NC1c2ccccc2CC1O
LQOCXPOKEPYGTJ-UHFFFAOYSA-N,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1
LRYKHTDVFXMHEH-UHFFFAOYSA-N,COc1cccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c1
LSBDFXRDZJMBSC-UHFFFAOYSA-N,NC(=O)Cc1ccccc1
LUEWUZLMQUOBSB-UHFFFAOYSA-N,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
LUKBXSAWLPMMSZ-UHFFFAOYSA-N,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
LUNCCTMWZWBSKQ-UHFFFAOYSA-N,CC(=O)NC(CC(=O)NC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2NC(C)=O)C(O)C1NC(C)=O)C(N)=O
LVYWKQWIDIOQNI-UHFFFAOYSA-N,CCCCC(C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCC)C(C)C)N1CCN(C(=O)N2CCN(C)CC2)C(Cc2ccccc2)C1=O
LWOMHNWWEBISDH-UHFFFAOYSA-N,CCCC(O)C(NCC(Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)N2C)C(=O)NCC(C)C
LWVIQLICDZHOEY-UHFFFAOYSA-N,COc1ccc(CCN(CC(O)C(Cc2ccccc2)NC(=O)COc2cccc(Cl)c2)C(=O)C2CCN(C)CC2)cc1
LWWDIFFPFOZSSB-UHFFFAOYSA-N,Nc1nc2ccccc2nc1N1CCCC1
LXIUKNRDJTWBGH-UHFFFAOYSA-N,Cc1ccccc1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
LYIIBVSRGJSHAV-UHFFFAOYSA-N,NCC=O
LYVZSVCULJMKJF-UHFFFAOYSA-N,Nc1nc(CC(NC(=O)C(Cc2ccccc2)NS(=O)(=O)N2CCOCC2)C(=O)NC(CC2CCCCC2)C(O)CC(=O)NCCN2CCOCC2)cs1
LZKUFQZJJUVPHA-UHFFFAOYSA-N,Cc1cc(NCc2ccncc2)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
MASZJCILKRUUAU-UHFFFAOYSA-N,COC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C
MAXMBSSGZYMDKT-UHFFFAOYSA-N,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1
MCBWJRZWLSXSBN-UHFFFAOYSA-N,COc1cccc(CN2CC(C(=O)NC(Cc3ccccc3)C(O)CNCc3cccc(N(C)C)c3)NC2=O)c1
MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12
MDKCFLQDBWCQCV-UHFFFAOYSA-N,S=C=NCc1ccccc1
MDVINTUDORARNK-UHFFFAOYSA-N,O=C(O)c1[nH]c(=O)[nH]c(=O)c1CCc1ccccc1CO
MELPDVINWCDKRF-UHFFFAOYSA-N,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CC2CC2C(N)=N1
METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(CC(=N)O)cc1
MFCSFBLGHJKUFP-UHFFFAOYSA-N,CC(C)CCNC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)OCCC(C)C)C(C)C)C(C)C
MFQZSFZGLACSHP-UHFFFAOYSA-N,CNc1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
MGDBCLMLZKHXCE-UHFFFAOYSA-N,CNCCNc1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
MHHYVTRSEKCASG-UHFFFAOYSA-N,Cc1cc(N(C)C)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
MIDSCNPYWQVXPP-UHFFFAOYSA-N,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)CC(O)C(CC(C)C)NC(=O)CCCNC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CCCN
MIEKBLPHNQZVQQ-UHFFFAOYSA-N,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccccc4Cl)n3CC(=O)N=C(N)N)cc2)cc1
MIEKOFWWHVOKQX-UHFFFAOYSA-N,COc1ccc(OC(C)C(=O)O)cc1
MJQHZNBUODTQTK-UHFFFAOYSA-N,OCC1OC(OC2C3COC2C(O)C(OC2C(O)C(CO)OC(OC4C5COC4C(O)C(O)O5)C2O)O3)C(O)C(O)C1O
MJQMRGWYPNIERM-UHFFFAOYSA-N,CC1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1
MJRPBNSOVIMDHN-UHFFFAOYSA-N,Oc1cc(CCCc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl
MLDXWEALUHVAQJ-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)CCC(=O)O)C(C)C)C(=O)C(O)CNC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O
MLHPSGOBOHSFGF-UHFFFAOYSA-N,CCCCCNc1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
MLVRXXWAUNGUFX-UHFFFAOYSA-N,NC1=NC2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)COC(CF)C2CS1
MMPPCMJOPZGPPA-UHFFFAOYSA-N,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)N=C(N)OCC3F)c2)nc1
MMQXBTULXAEKQE-UHFFFAOYSA-N,O=C(OC1COC(=O)c2cc(O)c(O)c(O)c2-c2c(cc(O)c(O)c2O)C(=O)OC1C1OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c(O)c3c2C(=O)OC1C3O)c1cc(O)c(O)c(O)c1
MMZOSDMFRSWCAY-UHFFFAOYSA-N,CC(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O)C(C)C
MNARPUVTMSONDZ-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCN(C(=O)OC(C)(C)C)CC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCC(C)CC
MNCJMPPTISDLKZ-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1csc(N)n1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C
