rank,CHP_ID,Chinese_herbal_pieces,high_quality_ratio,total_compounds,effective_count,high_quality_count,ultra_high_count
1135,CHP03383,三尖杉,0.24324324324324326,37.0,37.0,9.0,8.0
1136,CHP03635,芍药,0.24299065420560748,107.0,107.0,26.0,22.0
1137,CHP01682,黄精,0.24242424242424243,33.0,33.0,8.0,7.0
1138,CHP00844,豆蔻,0.24242424242424243,66.0,66.0,16.0,13.0
1139,CHP01486,红藤,0.2413793103448276,29.0,29.0,7.0,7.0
1140,CHP02298,连翘,0.2413793103448276,116.0,116.0,28.0,24.0
1141,CHP02543,麻风树,0.24,25.0,25.0,6.0,4.0
1142,CHP03323,人参叶,0.24,75.0,75.0,18.0,15.0
1143,CHP01836,荚蒾,0.24,25.0,25.0,6.0,5.0
1144,CHP00683,地瓜子,0.24,25.0,25.0,6.0,4.0
1145,CHP01073,凤仙透骨草,0.2391304347826087,46.0,46.0,11.0,9.0
1146,CHP02176,辣木,0.23728813559322035,118.0,118.0,28.0,22.0
1147,CHP00419,川芎,0.23622047244094488,127.0,127.0,30.0,21.0
1148,CHP01351,诃子,0.23529411764705882,34.0,34.0,8.0,7.0
1149,CHP03946,四季青,0.23529411764705882,17.0,17.0,4.0,4.0
1150,CHP01091,佛手,0.23529411764705882,51.0,51.0,12.0,9.0
1151,CHP02254,雷公藤,0.23346303501945526,257.0,257.0,60.0,55.0
1152,CHP02657,猫眼草,0.23333333333333334,30.0,30.0,7.0,6.0
1153,CHP02323,两面针,0.23255813953488372,43.0,43.0,10.0,6.0
1154,CHP00673,地枫皮,0.23214285714285715,56.0,56.0,13.0,12.0
1155,CHP03353,入地蜈蚣,0.23076923076923078,13.0,13.0,3.0,2.0
1156,CHP00628,胆木,0.23076923076923078,13.0,13.0,3.0,2.0
1157,CHP01999,九里香,0.23076923076923078,104.0,104.0,24.0,17.0
1158,CHP01973,筋骨草,0.23076923076923078,39.0,39.0,9.0,9.0
1159,CHP00480,大驳骨,0.23076923076923078,13.0,13.0,3.0,2.0
1160,CHP00083,白鹤灵芝,0.23076923076923078,13.0,13.0,3.0,2.0
1161,CHP03500,山豆根,0.23076923076923078,52.0,52.0,12.0,12.0
1162,CHP02406,龙葵根,0.22916666666666666,48.0,48.0,11.0,9.0
1163,CHP01795,鸡屎藤,0.22857142857142856,35.0,35.0,8.0,6.0
1164,CHP01644,黄瓜,0.22727272727272727,22.0,22.0,5.0,5.0
1165,CHP01751,灰叶根,0.22727272727272727,22.0,22.0,5.0,5.0
1166,CHP02621,曼陀罗,0.22727272727272727,44.0,44.0,10.0,10.0
1167,CHP04818,续断,0.2268041237113402,97.0,97.0,22.0,20.0
1168,CHP00362,柽柳,0.22641509433962265,53.0,53.0,12.0,9.0
1169,CHP00456,刺五加,0.22641509433962265,53.0,53.0,12.0,12.0
1170,CHP01236,枸杞子,0.22627737226277372,137.0,137.0,31.0,20.0
1171,CHP06015,水蛭,0.2222222222222222,9.0,9.0,2.0,2.0
1172,CHP03256,青葙子,0.2222222222222222,18.0,18.0,4.0,4.0
1173,CHP01988,粳米,0.2222222222222222,9.0,9.0,2.0,2.0
1174,CHP01964,金樱子,0.2222222222222222,45.0,45.0,10.0,8.0
1175,CHP01432,红花绿绒蒿,0.2222222222222222,9.0,9.0,2.0,0.0
1176,CHP04948,眼子菜,0.2222222222222222,9.0,9.0,2.0,1.0
1177,CHP02520,落葵花,0.2222222222222222,9.0,9.0,2.0,2.0
1178,CHP00165,白珠树,0.2222222222222222,18.0,18.0,4.0,1.0
1179,CHP06131,香蕈,0.2222222222222222,9.0,9.0,2.0,2.0
1180,CHP03759,石枣子,0.2222222222222222,9.0,9.0,2.0,2.0
1181,CHP02015,救必应,0.2222222222222222,9.0,9.0,2.0,2.0
1182,CHP04303,望江南,0.2222222222222222,9.0,9.0,2.0,1.0
1183,CHP03663,射干,0.2222222222222222,63.0,63.0,14.0,10.0
1184,CHP00874,杜衡,0.2222222222222222,9.0,9.0,2.0,2.0
1185,CHP00422,穿心莲,0.22,100.0,100.0,22.0,16.0
1186,CHP03226,青果,0.21428571428571427,14.0,14.0,3.0,3.0
1187,CHP01260,关黄柏,0.21428571428571427,70.0,70.0,15.0,13.0
1188,CHP01753,回回豆,0.21428571428571427,14.0,14.0,3.0,3.0
1189,CHP02412,龙舌兰,0.21428571428571427,28.0,28.0,6.0,5.0
1190,CHP02507,萝芙木,0.21428571428571427,28.0,28.0,6.0,5.0
1191,CHP04164,铁丝灵仙,0.21428571428571427,14.0,14.0,3.0,3.0
1192,CHP01757,茴香,0.21428571428571427,14.0,14.0,3.0,3.0
1193,CHP01560,虎杖,0.21428571428571427,14.0,14.0,3.0,3.0
1194,CHP01045,风藤,0.21348314606741572,89.0,89.0,19.0,14.0
1195,CHP05646,紫金牛,0.21311475409836064,122.0,122.0,26.0,24.0
1196,CHP01930,金牛草,0.21052631578947367,19.0,19.0,4.0,4.0
1197,CHP04293,王不留行,0.21052631578947367,19.0,19.0,4.0,4.0
1198,CHP00694,地锦草,0.21052631578947367,38.0,38.0,8.0,8.0
1199,CHP02631,蔓荆子,0.21052631578947367,38.0,38.0,8.0,5.0
1200,CHP01690,黄连,0.20833333333333334,24.0,24.0,5.0,5.0
1201,CHP00228,北豆根,0.20833333333333334,72.0,72.0,15.0,12.0
1202,CHP00292,布渣叶,0.2,20.0,20.0,4.0,3.0
1203,CHP00359,车桑仔叶,0.2,5.0,5.0,1.0,0.0
1204,CHP05040,野花椒根,0.2,5.0,5.0,1.0,1.0
1205,CHP02785,猕猴桃根,0.2,5.0,5.0,1.0,1.0
1206,CHP04994,洋蒲桃叶,0.2,10.0,10.0,2.0,2.0
1207,CHP02166,腊梅花,0.2,5.0,5.0,1.0,1.0
1208,CHP05117,叶下珠,0.2,15.0,15.0,3.0,3.0
1209,CHP02516,落地生根,0.2,5.0,5.0,1.0,1.0
1210,CHP01728,黄山药,0.2,5.0,5.0,1.0,1.0
1211,CHP01246,瓜蒌,0.2,90.0,90.0,18.0,14.0
1212,CHP05218,永宁独活,0.2,5.0,5.0,1.0,1.0
1213,CHP03317,荛花,0.2,5.0,5.0,1.0,1.0
1214,CHP02410,龙脑膏香,0.2,15.0,15.0,3.0,3.0
1215,CHP00042,巴西胡桐,0.2,10.0,10.0,2.0,0.0
1216,CHP05807,蜂蜜,0.2,5.0,5.0,1.0,0.0
1217,CHP04826,悬钩子,0.2,5.0,5.0,1.0,1.0
1218,CHP01568,花楸,0.2,5.0,5.0,1.0,1.0
1219,CHP04374,无患子皮,0.2,5.0,5.0,1.0,1.0
1220,CHP01889,接骨木,0.2,10.0,10.0,2.0,2.0
1221,CHP04521,夏天无,0.2,5.0,5.0,1.0,1.0
1222,CHP02945,南天竹根,0.2,5.0,5.0,1.0,1.0
1223,CHP04765,薤白,0.2,40.0,40.0,8.0,8.0
1224,CHP03545,山莨菪,0.2,5.0,5.0,1.0,1.0
1225,CHP00676,地肤子,0.2,10.0,10.0,2.0,2.0
1226,CHP04085,天花粉,0.2,5.0,5.0,1.0,1.0
1227,CHP03283,秋水仙,0.2,5.0,5.0,1.0,1.0
1228,CHP03274,秋海棠,0.2,5.0,5.0,1.0,1.0
1229,CHP03991,粟米,0.2,5.0,5.0,1.0,1.0
1230,CHP03934,睡莲,0.2,5.0,5.0,1.0,1.0
1231,CHP03302,瞿麦,0.2,10.0,10.0,2.0,2.0
1232,CHP03251,青天葵,0.2,5.0,5.0,1.0,1.0
1233,CHP05403,樟梨,0.2,5.0,5.0,1.0,1.0
1234,CHP06120,绒白乳菇,0.2,15.0,15.0,3.0,3.0
1235,CHP04389,吴茱萸,0.19642857142857142,56.0,56.0,11.0,10.0
1236,CHP01161,高良姜,0.19607843137254902,51.0,51.0,10.0,8.0
1237,CHP00093,白花蛇舌草,0.1956521739130435,46.0,46.0,9.0,9.0
1238,CHP01011,防己,0.1951219512195122,41.0,41.0,8.0,7.0
1239,CHP01561,花椒,0.1927710843373494,83.0,83.0,16.0,10.0
1240,CHP01130,甘遂,0.19047619047619047,63.0,63.0,12.0,10.0
1241,CHP00356,车前子,0.19047619047619047,42.0,42.0,8.0,8.0
1242,CHP02155,款冬花,0.189873417721519,79.0,79.0,15.0,10.0
1243,CHP03198,茜草,0.1891891891891892,74.0,74.0,14.0,12.0
1244,CHP00884,杜仲,0.18823529411764706,85.0,85.0,16.0,12.0
1245,CHP00949,峨参,0.1875,16.0,16.0,3.0,3.0
1246,CHP04372,无患子,0.1875,16.0,16.0,3.0,3.0
1247,CHP03869,水流豆,0.1875,32.0,32.0,6.0,6.0
1248,CHP04006,酸枣仁,0.18518518518518517,27.0,27.0,5.0,3.0
1249,CHP02658,猫爪草,0.18181818181818182,22.0,22.0,4.0,3.0
1250,CHP06001,麝香,0.18181818181818182,33.0,33.0,6.0,6.0
1251,CHP01992,景天三七,0.18181818181818182,22.0,22.0,4.0,1.0
1252,CHP02716,毛桐,0.18181818181818182,11.0,11.0,2.0,2.0
1253,CHP04259,菟丝子,0.18181818181818182,11.0,11.0,2.0,2.0
1254,CHP00119,白马骨,0.18181818181818182,11.0,11.0,2.0,2.0
1255,CHP04524,仙鹤草,0.18181818181818182,11.0,11.0,2.0,2.0
1256,CHP03139,蒲桃,0.18181818181818182,33.0,33.0,6.0,6.0
1257,CHP01016,飞龙掌血,0.18181818181818182,11.0,11.0,2.0,2.0
1258,CHP02090,苦参,0.18085106382978725,94.0,94.0,17.0,10.0
1259,CHP03102,枇杷叶,0.1797752808988764,89.0,89.0,16.0,11.0
1260,CHP03192,牵牛子,0.1794871794871795,39.0,39.0,7.0,7.0
1261,CHP02842,牡丹皮,0.1791044776119403,67.0,67.0,12.0,11.0
1262,CHP03204,枪刀药,0.17857142857142858,28.0,28.0,5.0,2.0
1263,CHP04828,旋覆花,0.17857142857142858,28.0,28.0,5.0,5.0
1264,CHP00406,楮实子,0.17777777777777778,45.0,45.0,8.0,5.0
1265,CHP00168,百部,0.17679558011049723,181.0,181.0,32.0,27.0
1266,CHP03884,水茄,0.17647058823529413,17.0,17.0,3.0,3.0
1267,CHP01168,高山火绒草,0.17647058823529413,17.0,17.0,3.0,3.0
1268,CHP01187,葛花,0.1746031746031746,63.0,63.0,11.0,6.0
1269,CHP01723,黄芩,0.17391304347826086,46.0,46.0,8.0,8.0
1270,CHP04556,香附,0.17307692307692307,52.0,52.0,9.0,7.0
1271,CHP02017,桔梗,0.1717171717171717,99.0,99.0,17.0,15.0
1272,CHP02606,麦冬,0.17142857142857143,70.0,70.0,12.0,12.0
1273,CHP02803,密蒙花,0.17142857142857143,35.0,35.0,6.0,6.0
1274,CHP04231,土槿皮,0.16901408450704225,71.0,71.0,12.0,8.0
1275,CHP01625,槐角,0.16666666666666666,18.0,18.0,3.0,2.0
1276,CHP01599,华山参,0.16666666666666666,12.0,12.0,2.0,1.0
1277,CHP00349,常春卫矛,0.16666666666666666,6.0,6.0,1.0,1.0
1278,CHP01897,芥蓝,0.16666666666666666,6.0,6.0,1.0,1.0
1279,CHP06047,熊胆,0.16666666666666666,6.0,6.0,1.0,1.0
1280,CHP04667,小花鬼针草,0.16666666666666666,6.0,6.0,1.0,0.0
1281,CHP01167,高山黄华,0.16666666666666666,6.0,6.0,1.0,1.0
1282,CHP03547,山里红,0.16666666666666666,6.0,6.0,1.0,1.0
1283,CHP04866,鸦胆子,0.16666666666666666,12.0,12.0,2.0,2.0
1284,CHP04693,小连翘,0.16666666666666666,6.0,6.0,1.0,1.0
1285,CHP03431,桑叶,0.16666666666666666,42.0,42.0,7.0,5.0
1286,CHP02545,麻花,0.16666666666666666,6.0,6.0,1.0,1.0
1287,CHP03969,松香,0.16666666666666666,6.0,6.0,1.0,1.0
1288,CHP02537,绿绒蒿,0.16666666666666666,30.0,30.0,5.0,3.0
1289,CHP04139,铁海棠,0.16666666666666666,6.0,6.0,1.0,0.0
1290,CHP02282,荔枝叶,0.16666666666666666,6.0,6.0,1.0,1.0
1291,CHP02133,苦檀子,0.16666666666666666,6.0,6.0,1.0,1.0
1292,CHP03732,石榴皮,0.16666666666666666,18.0,18.0,3.0,3.0
1293,CHP02796,米仔兰,0.16666666666666666,12.0,12.0,2.0,2.0
1294,CHP03587,山香圆,0.16666666666666666,6.0,6.0,1.0,1.0
1295,CHP05229,油柑叶,0.16666666666666666,6.0,6.0,1.0,1.0
1296,CHP01163,高粱,0.16666666666666666,6.0,6.0,1.0,1.0
1297,CHP00252,萹蓄,0.1643835616438356,73.0,73.0,12.0,10.0
1298,CHP01364,荷叶,0.16129032258064516,31.0,31.0,5.0,4.0
1299,CHP01127,甘松,0.16,50.0,50.0,8.0,8.0
1300,CHP02048,卷柏,0.16,25.0,25.0,4.0,3.0
1301,CHP03342,肉豆蔻,0.15789473684210525,57.0,57.0,9.0,7.0
1302,CHP01096,浮萍,0.15789473684210525,38.0,38.0,6.0,6.0
1303,CHP02327,两头尖,0.15384615384615385,26.0,26.0,4.0,4.0
1304,CHP02557,麻叶,0.15384615384615385,13.0,13.0,2.0,1.0
1305,CHP05542,珠子草,0.15384615384615385,13.0,13.0,2.0,2.0
1306,CHP02837,墨旱莲,0.1509433962264151,53.0,53.0,8.0,7.0
1307,CHP04047,檀香,0.14814814814814814,27.0,27.0,4.0,3.0
1308,CHP03373,三白草,0.14705882352941177,34.0,34.0,5.0,4.0
1309,CHP03643,蛇床子,0.14545454545454545,55.0,55.0,8.0,3.0
1310,CHP05185,银杏,0.14285714285714285,42.0,42.0,6.0,5.0
1311,CHP00957,鹅不食草,0.14285714285714285,49.0,49.0,7.0,6.0
1312,CHP00887,短瓣花,0.14285714285714285,14.0,14.0,2.0,2.0
1313,CHP02114,苦苣,0.14285714285714285,7.0,7.0,1.0,1.0
1314,CHP06125,石花,0.14285714285714285,7.0,7.0,1.0,0.0
1315,CHP04858,血桐,0.14285714285714285,21.0,21.0,3.0,3.0
1316,CHP01398,黑种草,0.14285714285714285,7.0,7.0,1.0,0.0
1317,CHP00281,菠菜,0.14285714285714285,21.0,21.0,3.0,3.0
1318,CHP04985,杨梅根,0.14285714285714285,7.0,7.0,1.0,0.0
1319,CHP03962,松节,0.14285714285714285,7.0,7.0,1.0,1.0
1320,CHP03341,肉苁蓉,0.140625,64.0,64.0,9.0,9.0
1321,CHP01340,海南粗榧,0.1388888888888889,36.0,36.0,5.0,3.0
1322,CHP00641,党参,0.13846153846153847,65.0,65.0,9.0,9.0
1323,CHP02869,木蝴蝶,0.13636363636363635,22.0,22.0,3.0,3.0
1324,CHP05301,鸢尾,0.13513513513513514,37.0,37.0,5.0,2.0
1325,CHP01911,金果榄,0.13333333333333333,15.0,15.0,2.0,2.0
1326,CHP05477,知母,0.13186813186813187,91.0,91.0,12.0,10.0
1327,CHP00630,淡豆豉,0.13043478260869565,23.0,23.0,3.0,3.0
1328,CHP01679,黄荆叶,0.12903225806451613,31.0,31.0,4.0,4.0
1329,CHP00240,荜澄茄,0.12903225806451613,62.0,62.0,8.0,5.0
1330,CHP03682,升麻,0.12686567164179105,134.0,134.0,17.0,17.0
1331,CHP05417,长春花,0.12631578947368421,95.0,95.0,12.0,7.0
1332,CHP03319,人参,0.125,128.0,128.0,16.0,10.0
1333,CHP03214,茄子,0.125,8.0,8.0,1.0,1.0
1334,CHP05650,紫堇,0.125,8.0,8.0,1.0,1.0
1335,CHP01126,甘薯,0.125,8.0,8.0,1.0,1.0
1336,CHP04901,芫荽,0.125,8.0,8.0,1.0,1.0
1337,CHP04578,香薷,0.125,8.0,8.0,1.0,1.0
1338,CHP00227,北豆,0.125,16.0,16.0,2.0,1.0
1339,CHP06134,云芝,0.125,16.0,16.0,2.0,0.0
1340,CHP03328,忍冬藤,0.125,16.0,16.0,2.0,2.0
1341,CHP04216,土贝母,0.125,24.0,24.0,3.0,2.0
1342,CHP05778,蝉蜕,0.125,8.0,8.0,1.0,0.0
1343,CHP01750,灰叶,0.125,8.0,8.0,1.0,1.0
1344,CHP01517,胡萝卜,0.125,8.0,8.0,1.0,1.0
1345,CHP01381,黑壳楠,0.125,8.0,8.0,1.0,1.0
1346,CHP02031,橘络,0.125,8.0,8.0,1.0,0.0
1347,CHP00885,杜仲叶,0.1232876712328767,73.0,73.0,9.0,7.0
1348,CHP00668,地不容,0.12,25.0,25.0,3.0,1.0
1349,CHP00617,丹参,0.11914893617021277,235.0,235.0,28.0,21.0
1350,CHP03352,乳香,0.11688311688311688,77.0,77.0,9.0,7.0
1351,CHP02748,没药,0.11683848797250859,291.0,291.0,34.0,33.0
1352,CHP04106,天竺黄,0.11538461538461539,26.0,26.0,3.0,2.0
1353,CHP03218,秦艽,0.11538461538461539,26.0,26.0,3.0,3.0
1354,CHP01228,枸骨叶,0.11363636363636363,44.0,44.0,5.0,4.0
1355,CHP04061,桃金娘,0.1111111111111111,18.0,18.0,2.0,2.0
1356,CHP04409,五气朝阳草,0.1111111111111111,9.0,9.0,1.0,0.0
1357,CHP06136,猪苓,0.1111111111111111,9.0,9.0,1.0,1.0
1358,CHP01110,附子,0.1111111111111111,81.0,81.0,9.0,7.0
1359,CHP00947,多足蕨,0.1111111111111111,9.0,9.0,1.0,1.0
1360,CHP00595,大叶糖胶树,0.1111111111111111,45.0,45.0,5.0,3.0
1361,CHP04419,五味子,0.1087866108786611,239.0,239.0,26.0,23.0
1362,CHP03363,瑞香,0.10526315789473684,19.0,19.0,2.0,2.0
1363,CHP01007,防风,0.10526315789473684,38.0,38.0,4.0,2.0
1364,CHP03024,牛膝,0.10493827160493827,162.0,162.0,17.0,16.0
1365,CHP02585,马钱子,0.10256410256410256,39.0,39.0,4.0,3.0
1366,CHP04458,西洋参,0.10204081632653061,49.0,49.0,5.0,4.0
1367,CHP03180,千金子,0.1,10.0,10.0,1.0,1.0
1368,CHP01957,金叶子,0.1,10.0,10.0,1.0,1.0
1369,CHP04612,象皮木,0.1,10.0,10.0,1.0,1.0
1370,CHP02122,苦楝子,0.0967741935483871,31.0,31.0,3.0,2.0
1371,CHP00229,北沙参,0.09523809523809523,105.0,105.0,10.0,7.0
1372,CHP05283,玉兰,0.09090909090909091,44.0,44.0,4.0,4.0
1373,CHP02314,莲子心,0.09090909090909091,11.0,11.0,1.0,1.0
1374,CHP01663,黄花稔,0.09090909090909091,11.0,11.0,1.0,1.0
1375,CHP04519,夏枯草,0.08695652173913043,23.0,23.0,2.0,2.0
1376,CHP00124,白茅根,0.0847457627118644,59.0,59.0,5.0,4.0
1377,CHP03398,三七花,0.08333333333333333,24.0,24.0,2.0,2.0
1378,CHP03585,山香,0.08333333333333333,12.0,12.0,1.0,1.0
1379,CHP05159,益智,0.08333333333333333,12.0,12.0,1.0,1.0
1380,CHP03111,平贝母,0.08333333333333333,24.0,24.0,2.0,2.0
1381,CHP02488,罗布麻,0.08333333333333333,12.0,12.0,1.0,1.0
1382,CHP03591,山药,0.08,25.0,25.0,2.0,2.0
1383,CHP03683,生姜,0.08,75.0,75.0,6.0,4.0
1384,CHP03185,千年健,0.08,25.0,25.0,2.0,2.0
1385,CHP01099,浮叶眼子菜,0.07692307692307693,13.0,13.0,1.0,1.0
1386,CHP02077,刻裂紫堇,0.07692307692307693,13.0,13.0,1.0,1.0
1387,CHP02095,苦地丁,0.07407407407407407,27.0,27.0,2.0,1.0
1388,CHP03179,千金藤,0.07317073170731707,41.0,41.0,3.0,2.0
1389,CHP05163,翼首草,0.07142857142857142,14.0,14.0,1.0,0.0
1390,CHP02618,满山红,0.06976744186046512,43.0,43.0,3.0,2.0
1391,CHP00137,白屈菜,0.06896551724137931,58.0,58.0,4.0,1.0
1392,CHP02484,轮环藤,0.06666666666666667,15.0,15.0,1.0,1.0
1393,CHP04975,羊踯躅,0.06666666666666667,15.0,15.0,1.0,1.0
1394,CHP01222,狗牙花,0.06666666666666667,45.0,45.0,3.0,3.0
1395,CHP03975,松子仁,0.06666666666666667,15.0,15.0,1.0,1.0
1396,CHP00746,滇茜草,0.06451612903225806,31.0,31.0,2.0,2.0
1397,CHP00720,地榆,0.06315789473684211,95.0,95.0,6.0,6.0
1398,CHP01886,绞股蓝,0.06072874493927125,247.0,247.0,15.0,14.0
1399,CHP00824,冬凌草,0.06,50.0,50.0,3.0,1.0
1400,CHP05124,夜来香,0.058823529411764705,17.0,17.0,1.0,1.0
1401,CHP00729,灯盏细辛,0.058823529411764705,17.0,17.0,1.0,0.0
1402,CHP04150,铁力木,0.058823529411764705,17.0,17.0,1.0,0.0
1403,CHP01245,骨碎补,0.05405405405405406,37.0,37.0,2.0,2.0
1404,CHP04897,延胡索,0.05263157894736842,19.0,19.0,1.0,0.0
1405,CHP02985,牛蒡子,0.047619047619047616,21.0,21.0,1.0,1.0
1406,CHP05380,泽泻,0.041666666666666664,24.0,24.0,1.0,1.0
1407,CHP00642,刀豆,0.04,25.0,25.0,1.0,1.0
1408,CHP02416,龙须藤,0.03571428571428571,28.0,28.0,1.0,0.0
1409,CHP06090,茯苓,0.03333333333333333,30.0,30.0,1.0,1.0
1410,CHP04054,唐松草,0.029411764705882353,68.0,68.0,2.0,2.0
1411,CHP00225,暴马子皮,0.0,1.0,1.0,0.0,0.0
1412,CHP05692,紫薇花,0.0,1.0,1.0,0.0,0.0
1413,CHP05729,总状绿绒蒿,0.0,1.0,1.0,0.0,0.0
1414,CHP05753,斑鸠,0.0,1.0,1.0,0.0,0.0
1415,CHP05772,蚕蛾,0.0,1.0,1.0,0.0,0.0
1416,CHP05373,皂角刺,0.0,2.0,2.0,0.0,0.0
1417,CHP05835,蛤壳,0.0,1.0,1.0,0.0,0.0
1418,CHP05840,海马,0.0,3.0,3.0,0.0,0.0
1419,CHP05843,海燕,0.0,2.0,2.0,0.0,0.0
1420,CHP05853,猴枣,0.0,1.0,1.0,0.0,0.0
1421,CHP01665,黄花铁线莲,0.0,3.0,3.0,0.0,0.0
1422,CHP01675,黄堇,0.0,3.0,3.0,0.0,0.0
1423,CHP01708,黄缅桂,0.0,2.0,2.0,0.0,0.0
1424,CHP02941,南蛇藤叶,0.0,1.0,1.0,0.0,0.0
1425,CHP02946,南天竹梗,0.0,1.0,1.0,0.0,0.0
1426,CHP02971,柠檬根,0.0,2.0,2.0,0.0,0.0
1427,CHP02983,牛蒡根,0.0,3.0,3.0,0.0,0.0
1428,CHP02987,牛扁,0.0,3.0,3.0,0.0,0.0
1429,CHP02998,牛角瓜,0.0,2.0,2.0,0.0,0.0
1430,CHP01012,防己叶菝葜,0.0,1.0,1.0,0.0,0.0
1431,CHP00583,大叶蒟,0.0,2.0,2.0,0.0,0.0
1432,CHP00586,大叶马尾连,0.0,13.0,13.0,0.0,0.0
1433,CHP00599,大叶香薷,0.0,1.0,1.0,0.0,0.0
1434,CHP00629,胆南星,0.0,1.0,1.0,0.0,0.0
1435,CHP00635,淡竹叶,0.0,1.0,1.0,0.0,0.0
1436,CHP00649,倒吊笔,0.0,2.0,2.0,0.0,0.0
1437,CHP04404,五加皮,0.0,3.0,3.0,0.0,0.0
1438,CHP05621,紫菜,0.0,2.0,2.0,0.0,0.0
1439,CHP05663,紫茉莉根,0.0,3.0,3.0,0.0,0.0
1440,CHP05670,紫萁,0.0,2.0,2.0,0.0,0.0
1441,CHP06039,象胆,0.0,1.0,1.0,0.0,0.0
1442,CHP00176,百蕊草,0.0,1.0,1.0,0.0,0.0
1443,CHP06130,太白花,0.0,1.0,1.0,0.0,0.0
1444,CHP00079,白果槲寄生,0.0,4.0,4.0,0.0,0.0
1445,CHP04379,无漏子,0.0,1.0,1.0,0.0,0.0
1446,CHP00254,鞭打绣球,0.0,1.0,1.0,0.0,0.0
1447,CHP00261,扁桃斑鸠菊,0.0,2.0,2.0,0.0,0.0
1448,CHP00265,扁竹根,0.0,1.0,1.0,0.0,0.0
1449,CHP00272,滨海前胡,0.0,2.0,2.0,0.0,0.0
1450,CHP00286,博落回,0.0,3.0,3.0,0.0,0.0
1451,CHP00294,菜蓟,0.0,4.0,4.0,0.0,0.0
1452,CHP05592,苎麻根,0.0,1.0,1.0,0.0,0.0
1453,CHP04334,窝儿七,0.0,2.0,2.0,0.0,0.0
1454,CHP04340,乌骨藤,0.0,1.0,1.0,0.0,0.0
1455,CHP04352,乌蔹莓,0.0,1.0,1.0,0.0,0.0
1456,CHP04359,乌药,0.0,19.0,19.0,0.0,0.0
1457,CHP04367,无根藤,0.0,4.0,4.0,0.0,0.0
1458,CHP03002,牛筋果,0.0,7.0,7.0,0.0,0.0
1459,CHP03018,牛尾菜,0.0,1.0,1.0,0.0,0.0
1460,CHP04459,西洋接骨木,0.0,4.0,4.0,0.0,0.0
1461,CHP01594,华南皂荚,0.0,1.0,1.0,0.0,0.0
1462,CHP01596,华千金藤,0.0,8.0,8.0,0.0,0.0
1463,CHP01918,金锦香,0.0,1.0,1.0,0.0,0.0
1464,CHP04297,王孙,0.0,1.0,1.0,0.0,0.0
1465,CHP04322,榅桲,0.0,1.0,1.0,0.0,0.0
1466,CHP04324,文冠果,0.0,4.0,4.0,0.0,0.0
1467,CHP04328,文竹,0.0,1.0,1.0,0.0,0.0
1468,CHP04330,蕹菜,0.0,2.0,2.0,0.0,0.0
1469,CHP02074,榼藤子,0.0,5.0,5.0,0.0,0.0
1470,CHP02084,苦艾,0.0,2.0,2.0,0.0,0.0
1471,CHP03770,柿,0.0,1.0,1.0,0.0,0.0
1472,CHP03881,水木草,0.0,1.0,1.0,0.0,0.0
1473,CHP01570,花生油,0.0,3.0,3.0,0.0,0.0
1474,CHP01580,华东膜蕨,0.0,25.0,25.0,0.0,0.0
1475,CHP01013,飞机草,0.0,2.0,2.0,0.0,0.0
1476,CHP01029,肺形草,0.0,5.0,5.0,0.0,0.0
1477,CHP01030,分心木,0.0,4.0,4.0,0.0,0.0
1478,CHP01050,风箱树叶,0.0,1.0,1.0,0.0,0.0
1479,CHP01076,凤眼草,0.0,8.0,8.0,0.0,0.0
1480,CHP02012,酒饼叶,0.0,7.0,7.0,0.0,0.0
1481,CHP02032,橘皮,0.0,7.0,7.0,0.0,0.0
1482,CHP02049,卷丹,0.0,1.0,1.0,0.0,0.0
1483,CHP04666,小花盾叶薯蓣,0.0,1.0,1.0,0.0,0.0
1484,CHP00428,春福寿草,0.0,3.0,3.0,0.0,0.0
1485,CHP00430,椿白皮,0.0,1.0,1.0,0.0,0.0
1486,CHP00463,楤木,0.0,4.0,4.0,0.0,0.0
1487,CHP04717,小通草,0.0,14.0,14.0,0.0,0.0
1488,CHP04753,小芸木,0.0,4.0,4.0,0.0,0.0
1489,CHP04869,鸭儿芹,0.0,1.0,1.0,0.0,0.0
1490,CHP01156,岗松,0.0,1.0,1.0,0.0,0.0
1491,CHP01170,高山辣根菜,0.0,1.0,1.0,0.0,0.0
1492,CHP02925,南瓜,0.0,3.0,3.0,0.0,0.0
1493,CHP01520,胡麻仁,0.0,1.0,1.0,0.0,0.0
1494,CHP01546,槲叶,0.0,1.0,1.0,0.0,0.0
1495,CHP01563,花椒簕,0.0,1.0,1.0,0.0,0.0
1496,CHP01566,花锚,0.0,4.0,4.0,0.0,0.0
1497,CHP04622,小百部,0.0,1.0,1.0,0.0,0.0
1498,CHP01885,角茴香,0.0,4.0,4.0,0.0,0.0
1499,CHP02861,木防己,0.0,13.0,13.0,0.0,0.0
1500,CHP02872,木姜子,0.0,8.0,8.0,0.0,0.0
1501,CHP02878,木槿花,0.0,3.0,3.0,0.0,0.0
1502,CHP01111,阜康阿魏根,0.0,7.0,7.0,0.0,0.0
1503,CHP01123,甘菊,0.0,2.0,2.0,0.0,0.0
1504,CHP04461,菥蓂,0.0,1.0,1.0,0.0,0.0
1505,CHP04465,溪黄草,0.0,7.0,7.0,0.0,0.0
1506,CHP04475,细果角茴香,0.0,1.0,1.0,0.0,0.0
1507,CHP04550,香柏,0.0,3.0,3.0,0.0,0.0
