rank,CHP_ID,Chinese_herbal_pieces,ultra_high_count,total_compounds,effective_count,high_quality_count,ultra_high_count
65,CHP00241,萆薢,19.0,74.0,74.0,33.0,19.0
66,CHP03716,石斛,19.0,74.0,74.0,24.0,19.0
67,CHP02400,龙胆草,18.0,65.0,65.0,36.0,18.0
68,CHP00557,大蒜,18.0,80.0,80.0,43.0,18.0
69,CHP05489,止泻木皮,18.0,43.0,43.0,19.0,18.0
70,CHP02063,开口箭,18.0,50.0,50.0,23.0,18.0
71,CHP00019,安息香,18.0,171.0,171.0,62.0,18.0
72,CHP04525,仙茅,17.0,60.0,60.0,28.0,17.0
73,CHP04419,五味子,17.0,239.0,239.0,60.0,17.0
74,CHP00142,白术,17.0,118.0,118.0,61.0,17.0
75,CHP01118,甘草,17.0,341.0,341.0,91.0,17.0
76,CHP00124,白茅根,17.0,59.0,59.0,35.0,17.0
77,CHP00333,茶叶,17.0,125.0,125.0,49.0,17.0
78,CHP02837,墨旱莲,16.0,53.0,53.0,34.0,16.0
79,CHP02606,麦冬,16.0,70.0,70.0,21.0,16.0
80,CHP02901,木通,16.0,62.0,62.0,32.0,16.0
81,CHP02272,藜芦,16.0,38.0,38.0,21.0,16.0
82,CHP04313,尾叶香茶菜,16.0,35.0,35.0,21.0,16.0
83,CHP03635,芍药,16.0,107.0,107.0,66.0,16.0
84,CHP01514,胡黄连,16.0,74.0,74.0,35.0,16.0
85,CHP03630,商陆,16.0,93.0,93.0,52.0,16.0
86,CHP00014,艾叶,16.0,397.0,397.0,119.0,16.0
87,CHP03175,千层塔,16.0,65.0,65.0,35.0,16.0
88,CHP01682,黄精,15.0,33.0,33.0,20.0,15.0
89,CHP02412,龙舌兰,15.0,28.0,28.0,16.0,15.0
90,CHP02090,苦参,15.0,94.0,94.0,29.0,15.0
91,CHP02297,连钱草,15.0,61.0,61.0,26.0,15.0
92,CHP01809,积雪草,15.0,41.0,41.0,21.0,15.0
93,CHP00228,北豆根,14.0,72.0,72.0,22.0,14.0
94,CHP01130,甘遂,14.0,63.0,63.0,45.0,14.0
95,CHP00384,赤小豆,14.0,52.0,52.0,36.0,14.0
96,CHP05675,紫杉,14.0,102.0,102.0,48.0,14.0
97,CHP00791,定木香,14.0,22.0,22.0,16.0,14.0
98,CHP00093,白花蛇舌草,14.0,46.0,46.0,31.0,14.0
99,CHP02621,曼陀罗,14.0,44.0,44.0,20.0,14.0
100,CHP02323,两面针,14.0,43.0,43.0,17.0,14.0
101,CHP00216,薄荷,14.0,252.0,252.0,101.0,14.0
102,CHP03498,山地香茶菜,13.0,18.0,18.0,13.0,13.0
103,CHP04458,西洋参,13.0,49.0,49.0,35.0,13.0
104,CHP02568,马兜铃,13.0,85.0,85.0,36.0,13.0
105,CHP02566,马齿苋,13.0,64.0,64.0,36.0,13.0
106,CHP01656,黄花夹竹桃,13.0,37.0,37.0,18.0,13.0
107,CHP00812,冬瓜皮,13.0,174.0,174.0,49.0,13.0
108,CHP03997,酸浆,13.0,35.0,35.0,17.0,13.0
109,CHP00673,地枫皮,13.0,56.0,56.0,27.0,13.0
110,CHP00355,车前草,13.0,197.0,197.0,82.0,13.0
111,CHP01408,红参,13.0,53.0,53.0,26.0,13.0
112,CHP02030,橘红,13.0,52.0,52.0,25.0,13.0
113,CHP04306,威灵仙,12.0,40.0,40.0,22.0,12.0
114,CHP00032,八角莲,12.0,138.0,138.0,32.0,12.0
115,CHP00444,刺果苏木,12.0,36.0,36.0,24.0,12.0
116,CHP05157,益母草,12.0,69.0,69.0,42.0,12.0
117,CHP06111,灵芝,12.0,283.0,283.0,183.0,12.0
118,CHP00252,萹蓄,12.0,73.0,73.0,37.0,12.0
119,CHP05427,长管香茶菜,12.0,22.0,22.0,15.0,12.0
120,CHP02219,莨菪叶,12.0,38.0,38.0,23.0,12.0
121,CHP04975,羊踯躅,11.0,15.0,15.0,14.0,11.0
122,CHP01834,夹竹桃,11.0,58.0,58.0,23.0,11.0
123,CHP00274,槟榔,11.0,172.0,172.0,52.0,11.0
124,CHP02528,绿豆,11.0,38.0,38.0,17.0,11.0
125,CHP00456,刺五加,11.0,53.0,53.0,28.0,11.0
126,CHP03884,水茄,11.0,17.0,17.0,11.0,11.0
127,CHP03808,鼠尾草,11.0,59.0,59.0,31.0,11.0
128,CHP01207,钩吻,11.0,77.0,77.0,32.0,11.0
129,CHP03591,山药,11.0,25.0,25.0,18.0,11.0
130,CHP04765,薤白,11.0,40.0,40.0,23.0,11.0
131,CHP01146,干姜,11.0,106.0,106.0,35.0,11.0
132,CHP04173,葶苈子,11.0,39.0,39.0,18.0,11.0
133,CHP02131,苦树皮,11.0,58.0,58.0,17.0,11.0
134,CHP01344,海藻,11.0,38.0,38.0,22.0,11.0
135,CHP06001,麝香,10.0,33.0,33.0,17.0,10.0
136,CHP00885,杜仲叶,10.0,73.0,73.0,34.0,10.0
137,CHP00884,杜仲,10.0,85.0,85.0,43.0,10.0
138,CHP00875,杜茎山,10.0,25.0,25.0,10.0,10.0
139,CHP03398,三七花,10.0,24.0,24.0,20.0,10.0
140,CHP01228,枸骨叶,10.0,44.0,44.0,32.0,10.0
141,CHP05515,重楼,10.0,31.0,31.0,15.0,10.0
142,CHP01968,金盏菊,10.0,44.0,44.0,25.0,10.0
143,CHP01127,甘松,10.0,50.0,50.0,23.0,10.0
144,CHP01073,凤仙透骨草,10.0,46.0,46.0,24.0,10.0
145,CHP00928,多花蒿,10.0,10.0,10.0,10.0,10.0
146,CHP00078,白果根,10.0,16.0,16.0,12.0,10.0
147,CHP02439,耧斗菜,10.0,16.0,16.0,10.0,10.0
148,CHP04866,鸦胆子,9.0,12.0,12.0,9.0,9.0
149,CHP00720,地榆,9.0,95.0,95.0,76.0,9.0
150,CHP02585,马钱子,9.0,39.0,39.0,27.0,9.0
151,CHP00957,鹅不食草,9.0,49.0,49.0,32.0,9.0
152,CHP00906,堆心菊,9.0,25.0,25.0,10.0,9.0
153,CHP00258,扁豆,9.0,93.0,93.0,35.0,9.0
154,CHP00356,车前子,9.0,42.0,42.0,30.0,9.0
155,CHP00360,沉香,9.0,259.0,259.0,74.0,9.0
156,CHP03341,肉苁蓉,9.0,64.0,64.0,45.0,9.0
157,CHP01745,黄药子,9.0,64.0,64.0,31.0,9.0
158,CHP00612,代代花,9.0,96.0,96.0,35.0,9.0
159,CHP04178,通关藤,9.0,21.0,21.0,10.0,9.0
160,CHP00617,丹参,9.0,235.0,235.0,90.0,9.0
161,CHP04280,晚香玉,9.0,19.0,19.0,10.0,9.0
162,CHP02298,连翘,9.0,116.0,116.0,59.0,9.0
163,CHP00030,八角茴香,9.0,266.0,266.0,67.0,9.0
164,CHP03663,射干,9.0,63.0,63.0,19.0,9.0
165,CHP01623,槐花,9.0,112.0,112.0,34.0,9.0
166,CHP06090,茯苓,9.0,30.0,30.0,25.0,9.0
167,CHP00872,独一味,9.0,26.0,26.0,16.0,9.0
168,CHP02406,龙葵根,9.0,48.0,48.0,22.0,9.0
169,CHP00229,北沙参,9.0,105.0,105.0,58.0,9.0
170,CHP00191,斑鸠菊,8.0,22.0,22.0,13.0,8.0
171,CHP01370,鹤虱,8.0,29.0,29.0,11.0,8.0
172,CHP02337,辽东楤木,8.0,19.0,19.0,9.0,8.0
173,CHP02803,密蒙花,8.0,35.0,35.0,24.0,8.0
174,CHP02500,罗汉松实,8.0,17.0,17.0,9.0,8.0
175,CHP02342,裂果薯,8.0,17.0,17.0,9.0,8.0
176,CHP00779,丁香,8.0,137.0,137.0,48.0,8.0
177,CHP00137,白屈菜,8.0,58.0,58.0,18.0,8.0
178,CHP00088,白花菜子,8.0,94.0,94.0,37.0,8.0
179,CHP01477,红芪,8.0,47.0,47.0,16.0,8.0
180,CHP05185,银杏,8.0,42.0,42.0,20.0,8.0
181,CHP04372,无患子,8.0,16.0,16.0,11.0,8.0
182,CHP00638,当归,8.0,171.0,171.0,54.0,8.0
183,CHP05061,野马追,8.0,17.0,17.0,10.0,8.0
184,CHP03431,桑叶,8.0,42.0,42.0,22.0,8.0
185,CHP01824,荠菜,8.0,51.0,51.0,18.0,8.0
186,CHP05205,迎春花,8.0,13.0,13.0,9.0,8.0
187,CHP02904,木香,8.0,42.0,42.0,24.0,8.0
188,CHP05478,栀子,8.0,48.0,48.0,17.0,8.0
189,CHP05730,总状升麻,8.0,11.0,11.0,8.0,8.0
190,CHP05962,牛黄,8.0,19.0,19.0,13.0,8.0
191,CHP00984,番荔枝,8.0,285.0,285.0,96.0,8.0
192,CHP01019,飞燕草,8.0,17.0,17.0,10.0,8.0
193,CHP03461,砂仁,7.0,64.0,64.0,25.0,7.0
194,CHP01356,合欢皮,7.0,35.0,35.0,19.0,7.0
195,CHP01603,华泽兰,7.0,34.0,34.0,21.0,7.0
196,CHP00421,穿龙薯蓣,7.0,37.0,37.0,13.0,7.0
197,CHP03683,生姜,7.0,75.0,75.0,31.0,7.0
198,CHP01780,鸡骨草,7.0,47.0,47.0,19.0,7.0
199,CHP00114,白蔹,7.0,102.0,102.0,43.0,7.0
200,CHP00419,川芎,7.0,127.0,127.0,50.0,7.0
201,CHP06136,猪苓,7.0,9.0,9.0,7.0,7.0
202,CHP01374,黑豆,7.0,120.0,120.0,29.0,7.0
203,CHP02602,马醉木,7.0,14.0,14.0,8.0,7.0
204,CHP03049,女贞子,7.0,107.0,107.0,46.0,7.0
205,CHP01964,金樱子,7.0,45.0,45.0,33.0,7.0
206,CHP01795,鸡屎藤,7.0,35.0,35.0,19.0,7.0
207,CHP05370,皂荚,7.0,22.0,22.0,11.0,7.0
208,CHP02155,款冬花,7.0,79.0,79.0,39.0,7.0
209,CHP04898,延龄草,7.0,12.0,12.0,8.0,7.0
210,CHP01813,吉祥草,7.0,20.0,20.0,10.0,7.0
211,CHP05417,长春花,7.0,95.0,95.0,36.0,7.0
212,CHP00336,茶子,7.0,13.0,13.0,7.0,7.0
213,CHP00303,苍术,7.0,111.0,111.0,37.0,7.0
214,CHP04083,天冬,7.0,54.0,54.0,27.0,7.0
215,CHP00595,大叶糖胶树,7.0,45.0,45.0,24.0,7.0
216,CHP00641,党参,7.0,65.0,65.0,32.0,7.0
217,CHP01741,黄杨,7.0,25.0,25.0,13.0,7.0
218,CHP03342,肉豆蔻,7.0,57.0,57.0,15.0,7.0
219,CHP03176,千打锤,7.0,26.0,26.0,9.0,7.0
220,CHP02019,菊花,7.0,81.0,81.0,39.0,7.0
221,CHP01973,筋骨草,7.0,39.0,39.0,28.0,7.0
222,CHP03334,榕树,7.0,16.0,16.0,8.0,7.0
223,CHP03444,沙棘,7.0,90.0,90.0,39.0,7.0
224,CHP00660,稻草,6.0,27.0,27.0,14.0,6.0
225,CHP00819,冬葵果,6.0,80.0,80.0,39.0,6.0
226,CHP00119,白马骨,6.0,11.0,11.0,7.0,6.0
227,CHP00162,白芷,6.0,307.0,307.0,45.0,6.0
228,CHP00201,半边莲,6.0,96.0,96.0,37.0,6.0
229,CHP00775,丁公藤,6.0,60.0,60.0,32.0,6.0
230,CHP02355,铃兰,6.0,20.0,20.0,10.0,6.0
231,CHP00071,白饭豆,6.0,51.0,51.0,24.0,6.0
232,CHP00187,败酱草,6.0,70.0,70.0,23.0,6.0
233,CHP00040,巴拿马山石榴,6.0,10.0,10.0,7.0,6.0
234,CHP00212,半枝莲,6.0,113.0,113.0,35.0,6.0
235,CHP00361,陈皮,6.0,103.0,103.0,20.0,6.0
236,CHP01382,黑老虎,6.0,48.0,48.0,25.0,6.0
237,CHP01540,湖北黄精,6.0,13.0,13.0,7.0,6.0
238,CHP01350,旱芹,6.0,27.0,27.0,13.0,6.0
239,CHP00519,大戟,6.0,107.0,107.0,40.0,6.0
240,CHP00514,大黄花,6.0,9.0,9.0,6.0,6.0
241,CHP04106,天竺黄,6.0,26.0,26.0,9.0,6.0
242,CHP01256,关白附,6.0,16.0,16.0,8.0,6.0
243,CHP03352,乳香,6.0,77.0,77.0,40.0,6.0
244,CHP03328,忍冬藤,6.0,16.0,16.0,14.0,6.0
245,CHP00416,川木香,6.0,29.0,29.0,11.0,6.0
246,CHP00306,藏红花,6.0,134.0,134.0,46.0,6.0
247,CHP03434,桑枝,6.0,35.0,35.0,11.0,6.0
248,CHP01771,藿香,6.0,72.0,72.0,19.0,6.0
249,CHP05124,夜来香,6.0,17.0,17.0,12.0,6.0
250,CHP05051,野菊花,6.0,54.0,54.0,23.0,6.0
251,CHP00323,草乌叶,6.0,13.0,13.0,8.0,6.0
252,CHP04084,天胡荽,6.0,12.0,12.0,7.0,6.0
253,CHP02441,芦根,6.0,24.0,24.0,9.0,6.0
254,CHP02443,芦荟,6.0,65.0,65.0,27.0,6.0
255,CHP03202,羌活,6.0,102.0,102.0,25.0,6.0
256,CHP01923,金莲花,6.0,38.0,38.0,13.0,6.0
257,CHP01931,金钱草,6.0,27.0,27.0,12.0,6.0
258,CHP01898,芥子,6.0,136.0,136.0,73.0,6.0
259,CHP05565,竹节参,6.0,12.0,12.0,7.0,6.0
260,CHP03038,糯稻根,6.0,13.0,13.0,7.0,6.0
261,CHP04465,溪黄草,6.0,7.0,7.0,7.0,6.0
262,CHP04519,夏枯草,6.0,23.0,23.0,22.0,6.0
263,CHP04842,雪山林,6.0,39.0,39.0,17.0,6.0
264,CHP04546,相思藤,6.0,16.0,16.0,7.0,6.0
265,CHP00140,白首乌,6.0,40.0,40.0,20.0,6.0
266,CHP02562,马鞭草,6.0,42.0,42.0,14.0,6.0
267,CHP00220,宝盖草,5.0,12.0,12.0,5.0,5.0
268,CHP02842,牡丹皮,5.0,67.0,67.0,25.0,5.0
269,CHP00948,莪术,5.0,226.0,226.0,65.0,5.0
270,CHP04556,香附,5.0,52.0,52.0,27.0,5.0
271,CHP01065,凤尾草,5.0,56.0,56.0,20.0,5.0
272,CHP02327,两头尖,5.0,26.0,26.0,9.0,5.0
273,CHP02612,麦芽,5.0,26.0,26.0,10.0,5.0
274,CHP00284,播娘蒿,5.0,14.0,14.0,5.0,5.0
275,CHP02498,罗汉松,5.0,18.0,18.0,9.0,5.0
276,CHP03198,茜草,5.0,74.0,74.0,40.0,5.0
277,CHP05376,泽兰,5.0,45.0,45.0,22.0,5.0
278,CHP00513,大黄,5.0,205.0,205.0,108.0,5.0
279,CHP04231,土槿皮,5.0,71.0,71.0,49.0,5.0
280,CHP04042,太子参,5.0,19.0,19.0,7.0,5.0
281,CHP01630,黄柏,5.0,54.0,54.0,17.0,5.0
282,CHP04816,徐长卿,5.0,15.0,15.0,5.0,5.0
283,CHP00816,冬瓜子,5.0,39.0,39.0,15.0,5.0
284,CHP06089,冬虫夏草,5.0,17.0,17.0,6.0,5.0
285,CHP01235,枸杞叶,5.0,14.0,14.0,9.0,5.0
286,CHP05112,叶底珠,5.0,18.0,18.0,9.0,5.0
287,CHP00642,刀豆,5.0,25.0,25.0,15.0,5.0
288,CHP00108,白兰花,5.0,63.0,63.0,9.0,5.0
289,CHP02657,猫眼草,5.0,30.0,30.0,12.0,5.0
290,CHP03429,桑椹,5.0,33.0,33.0,13.0,5.0
291,CHP01727,黄三七,5.0,7.0,7.0,5.0,5.0
292,CHP01996,九节茶,5.0,12.0,12.0,6.0,5.0
293,CHP02114,苦苣,5.0,7.0,7.0,6.0,5.0
294,CHP05289,玉叶金花,5.0,11.0,11.0,6.0,5.0
295,CHP00415,川木通,5.0,96.0,96.0,26.0,5.0
296,CHP05319,远志,5.0,120.0,120.0,64.0,5.0
297,CHP03256,青葙子,5.0,18.0,18.0,13.0,5.0
298,CHP01011,防己,5.0,41.0,41.0,18.0,5.0
299,CHP02161,昆明山海棠,5.0,44.0,44.0,18.0,5.0
300,CHP00288,补骨脂,5.0,181.0,181.0,19.0,5.0
301,CHP02137,苦玄参,5.0,20.0,20.0,10.0,5.0
302,CHP04828,旋覆花,5.0,28.0,28.0,22.0,5.0
303,CHP04717,小通草,5.0,14.0,14.0,6.0,5.0
304,CHP02313,莲子草,4.0,8.0,8.0,4.0,4.0
305,CHP02440,漏芦,4.0,26.0,26.0,13.0,4.0
306,CHP02756,梅花,4.0,64.0,64.0,19.0,4.0
307,CHP01620,槐,4.0,13.0,13.0,8.0,4.0
308,CHP05132,一年蓬,4.0,22.0,22.0,13.0,4.0
309,CHP01425,红花,4.0,114.0,114.0,45.0,4.0
310,CHP01537,湖北贝母,4.0,9.0,9.0,5.0,4.0
311,CHP01506,厚皮香,4.0,7.0,7.0,4.0,4.0
312,CHP04951,燕麦,4.0,10.0,10.0,6.0,4.0
313,CHP02656,猫须草,4.0,49.0,49.0,22.0,4.0
314,CHP04293,王不留行,4.0,19.0,19.0,11.0,4.0
315,CHP04326,文殊兰,4.0,60.0,60.0,23.0,4.0
316,CHP02554,麻牛膝,4.0,15.0,15.0,7.0,4.0
317,CHP02638,芒果,4.0,36.0,36.0,12.0,4.0
318,CHP00672,地耳草,4.0,98.0,98.0,27.0,4.0
319,CHP04167,铁苋,4.0,17.0,17.0,8.0,4.0
320,CHP01334,海带,4.0,65.0,65.0,22.0,4.0
321,CHP06117,蘑菇,4.0,11.0,11.0,8.0,4.0
322,CHP03643,蛇床子,4.0,55.0,55.0,9.0,4.0
323,CHP03423,桑白皮,4.0,147.0,147.0,51.0,4.0
324,CHP05377,泽漆,4.0,39.0,39.0,22.0,4.0
325,CHP01999,九里香,4.0,104.0,104.0,9.0,4.0
326,CHP02209,狼毒,4.0,36.0,36.0,20.0,4.0
327,CHP02588,马桑,4.0,15.0,15.0,5.0,4.0
328,CHP02898,木天蓼,4.0,25.0,25.0,11.0,4.0
329,CHP02353,灵香草,4.0,26.0,26.0,12.0,4.0
330,CHP02418,龙血树,4.0,22.0,22.0,7.0,4.0
331,CHP00023,暗紫贝母,4.0,11.0,11.0,4.0,4.0
332,CHP00016,安徽贝母,4.0,11.0,11.0,9.0,4.0
333,CHP02814,绵枣儿,4.0,10.0,10.0,6.0,4.0
334,CHP01045,风藤,4.0,89.0,89.0,26.0,4.0
335,CHP03185,千年健,4.0,25.0,25.0,17.0,4.0
336,CHP04809,绣线菊叶,4.0,9.0,9.0,4.0,4.0
337,CHP02279,荔枝核,4.0,19.0,19.0,10.0,4.0
338,CHP04285,万年青根,4.0,10.0,10.0,6.0,4.0
339,CHP05338,云南甘草,4.0,14.0,14.0,8.0,4.0
340,CHP01058,蜂斗菜,4.0,94.0,94.0,33.0,4.0
341,CHP05255,余甘子,4.0,48.0,48.0,25.0,4.0
342,CHP03363,瑞香,4.0,19.0,19.0,9.0,4.0
343,CHP02056,决明子,4.0,56.0,56.0,33.0,4.0
344,CHP00313,草苁蓉,4.0,36.0,36.0,19.0,4.0
345,CHP01508,厚朴,4.0,121.0,121.0,17.0,4.0
346,CHP00350,常山,4.0,67.0,67.0,18.0,4.0
347,CHP02009,韭菜子,4.0,19.0,19.0,4.0,4.0
348,CHP03148,铺地蜈蚣,4.0,14.0,14.0,10.0,4.0
349,CHP03134,蒲公英,4.0,34.0,34.0,9.0,4.0
350,CHP02172,辣椒,4.0,108.0,108.0,32.0,4.0
351,CHP02240,老鼠簕,4.0,20.0,20.0,10.0,4.0
352,CHP04807,绣线菊,4.0,33.0,33.0,7.0,4.0
353,CHP04389,吴茱萸,4.0,56.0,56.0,8.0,4.0
354,CHP02109,苦蒿,4.0,12.0,12.0,5.0,4.0
355,CHP00371,秤钩风,4.0,10.0,10.0,6.0,4.0
356,CHP05294,玉竹,4.0,12.0,12.0,6.0,4.0
357,CHP02060,爵床,4.0,29.0,29.0,7.0,4.0
358,CHP00708,地刷子,3.0,15.0,15.0,8.0,3.0
359,CHP00857,独活,3.0,108.0,108.0,25.0,3.0
360,CHP06127,树舌,3.0,46.0,46.0,24.0,3.0
361,CHP00062,白刺花,3.0,21.0,21.0,6.0,3.0
362,CHP00240,荜澄茄,3.0,62.0,62.0,8.0,3.0
363,CHP02546,麻黄,3.0,88.0,88.0,22.0,3.0
364,CHP05512,肿柄菊,3.0,13.0,13.0,8.0,3.0
365,CHP02940,南蛇藤果,3.0,24.0,24.0,10.0,3.0
366,CHP02935,南蛇竻,3.0,12.0,12.0,8.0,3.0
367,CHP02934,南山藤,3.0,5.0,5.0,3.0,3.0
368,CHP02510,萝藦,3.0,14.0,14.0,6.0,3.0
369,CHP00020,桉叶,3.0,28.0,28.0,12.0,3.0
370,CHP05687,紫菀,3.0,28.0,28.0,15.0,3.0
371,CHP02308,莲生桂子花,3.0,11.0,11.0,5.0,3.0
372,CHP00090,白花丹,3.0,45.0,45.0,25.0,3.0
373,CHP02488,罗布麻,3.0,12.0,12.0,8.0,3.0
374,CHP02781,迷迭香,3.0,10.0,10.0,5.0,3.0
375,CHP04574,香排草,3.0,8.0,8.0,5.0,3.0
376,CHP01076,凤眼草,3.0,8.0,8.0,8.0,3.0
377,CHP02541,葎草,3.0,31.0,31.0,4.0,3.0
378,CHP03214,茄子,3.0,8.0,8.0,6.0,3.0
379,CHP03439,沙参,3.0,44.0,44.0,13.0,3.0
380,CHP03500,山豆根,3.0,52.0,52.0,19.0,3.0
381,CHP00397,臭梧桐,3.0,18.0,18.0,11.0,3.0
382,CHP03576,山莴苣,3.0,6.0,6.0,4.0,3.0
383,CHP03213,荞麦,3.0,14.0,14.0,5.0,3.0
384,CHP03344,肉桂,3.0,21.0,21.0,10.0,3.0
385,CHP03266,清明花,3.0,5.0,5.0,5.0,3.0
386,CHP00238,荜茇,3.0,75.0,75.0,15.0,3.0
387,CHP02985,牛蒡子,3.0,21.0,21.0,10.0,3.0
388,CHP00246,蓖麻子,3.0,37.0,37.0,14.0,3.0
389,CHP04821,萱草,3.0,9.0,9.0,5.0,3.0
390,CHP02122,苦楝子,3.0,31.0,31.0,15.0,3.0
391,CHP04359,乌药,3.0,19.0,19.0,11.0,3.0
392,CHP00947,多足蕨,3.0,9.0,9.0,6.0,3.0
393,CHP01114,覆盆子,3.0,52.0,52.0,21.0,3.0
394,CHP03070,胖大海,3.0,19.0,19.0,6.0,3.0
395,CHP00309,糙苏,3.0,11.0,11.0,6.0,3.0
396,CHP01957,金叶子,3.0,10.0,10.0,7.0,3.0
397,CHP01983,荆芥,3.0,81.0,81.0,30.0,3.0
398,CHP03218,秦艽,3.0,26.0,26.0,12.0,3.0
399,CHP01911,金果榄,3.0,15.0,15.0,11.0,3.0
400,CHP03102,枇杷叶,3.0,89.0,89.0,51.0,3.0
401,CHP02007,韭菜,3.0,4.0,4.0,3.0,3.0
402,CHP01773,鸡肠狼毒,3.0,18.0,18.0,8.0,3.0
403,CHP04095,天南星,3.0,42.0,42.0,11.0,3.0
404,CHP01310,鬼箭羽,3.0,42.0,42.0,10.0,3.0
405,CHP04075,藤黄,3.0,96.0,96.0,23.0,3.0
406,CHP01573,花叶假杜鹃,3.0,7.0,7.0,4.0,3.0
407,CHP00469,催吐萝芙木,3.0,19.0,19.0,5.0,3.0
408,CHP00466,粗榧子,3.0,8.0,8.0,3.0,3.0
409,CHP04018,娑罗子,3.0,11.0,11.0,7.0,3.0
410,CHP04959,羊角拗子,3.0,4.0,4.0,3.0,3.0
411,CHP04958,羊角拗,3.0,10.0,10.0,5.0,3.0
412,CHP01185,葛根,3.0,43.0,43.0,17.0,3.0
413,CHP05186,银杏叶,3.0,44.0,44.0,9.0,3.0
414,CHP05174,银柴胡,3.0,6.0,6.0,3.0,3.0
415,CHP00483,大车前,3.0,21.0,21.0,10.0,3.0
416,CHP05183,银线草,3.0,7.0,7.0,3.0,3.0
