CHP_ID,Chinese_herbal_pieces,total_score
CHP01733,黄蜀葵花,0.85642946
CHP02589,马桑根,0.85600936
CHP03056,藕节,0.85570955
CHP02707,毛葡萄,0.8512451
CHP00635,淡竹叶,0.8478508
CHP04869,鸭儿芹,0.84766674
CHP02427,龙眼肉,0.8468687
CHP04992,洋葱,0.8441005
CHP02813,绵藤,0.8427293
CHP03216,窃衣,0.8416282
CHP05435,长尾复叶耳蕨,0.8413636
CHP04059,桃根,0.8411724
CHP05592,苎麻根,0.84103996
CHP01063,凤凰木,0.83809316
CHP00225,暴马子皮,0.83669364
CHP02941,南蛇藤叶,0.8357083
CHP04379,无漏子,0.83549196
CHP01050,风箱树叶,0.8297741
CHP05267,鱼腥草,0.828825
CHP06156,红粉,0.82876813
CHP05800,鹅臎,0.82783955
CHP01764,火炭母草,0.82697123
CHP02026,橘白,0.8233196
CHP01020,飞扬草,0.8216136
CHP06118,木耳,0.8198059
CHP06039,象胆,0.8190907
CHP03401,三色堇,0.81772834
CHP01594,华南皂荚,0.81575936
CHP04233,土连翘,0.81508696
CHP05032,野菰,0.8117322
CHP05772,蚕蛾,0.8082094
CHP01546,槲叶,0.80727684
CHP05824,狗肉,0.8068353
CHP03520,山胡椒叶,0.8067508999999999
CHP02284,栗柄金粉蕨,0.80104864
CHP05889,鸡子壳,0.797656
CHP01216,狗屎花,0.79733956
CHP04110,田旋花,0.7938211
CHP03569,山珊瑚,0.789478
CHP00763,吊兰,0.789468
CHP03212,乔木紫珠,0.7893236
CHP03464,砂生槐,0.7871723
CHP00176,百蕊草,0.78648764
CHP05853,猴枣,0.783496
CHP05467,真藓,0.78248316
CHP02815,棉花,0.7785988
CHP01610,化香树果,0.7783108
CHP05837,海参,0.77640045
CHP03552,山萝卜,0.7759267
CHP05175,银粉背蕨,0.77376926
CHP05495,枳椇根,0.76747286
CHP04972,羊蹄草,0.7635659
CHP01349,旱莲花,0.76230383
CHP02000,九里香根,0.76192948
CHP03810,薯莨,0.75792205
CHP01086,芙蓉花,0.75663203
CHP03453,沙枣,0.7564197
CHP04334,窝儿七,0.75561258
CHP04352,乌蔹莓,0.7546227
CHP05345,云南菟丝子,0.7538880800000001
CHP03770,柿,0.75346947
CHP00069,白椴,0.7523828
CHP00671,地丁,0.7510565
CHP00285,伯乐树,0.7482777
CHP06040,象骨,0.74746114
CHP02459,鹿葱,0.7450416
CHP04535,咸酸蔃,0.7427402
CHP05694,紫薇叶,0.74115556
CHP02149,块茎糙苏,0.73239815
CHP02782,迷果芹,0.7305576
CHP05753,斑鸠,0.7261659
CHP05796,灯心柳珊瑚,0.7257026
CHP00807,东莨菪,0.72528159
CHP03741,石楠,0.72457236
CHP05683,紫藤,0.7198388
CHP00648,倒地铃,0.7186056
CHP05835,蛤壳,0.7177329
CHP05866,鲩鱼,0.7172725
CHP05408,樟脑,0.71153665
CHP00250,篦子三尖杉,0.7108304
CHP01941,金丝梅,0.7095686
CHP00130,白牛胆,0.70403814
CHP03299,驱虫斑鸠菊,0.70078313
CHP06130,太白花,0.70023227
CHP05252,柚子,0.6984853
CHP01909,金冠鳞毛蕨,0.69782406
CHP04215,土百部,0.69603026
CHP01888,接骨丹,0.69578916
CHP00599,大叶香薷,0.69531167
CHP04299,网脉橐吾,0.69479712
CHP03184,千年艾,0.69263196
CHP00897,短小蛇根草,0.6878156
CHP01012,防己叶菝葜,0.6873946
CHP00004,阿育魏实,0.6843692
CHP02831,魔芋,0.683437
CHP02561,马比木,0.6820744
CHP03105,辟汗草,0.68076587
CHP05004,药西瓜,0.67466605
CHP04604,向日葵花,0.6739317
CHP02659,毛八角枫,0.6730383
CHP00372,齿瓣延胡索,0.6706146
CHP01072,凤仙花,0.670514
CHP00289,补血草,0.6688336
CHP01499,红直獐牙菜,0.6687504
CHP05887,鸡子白,0.6652587
CHP05297,郁金香根,0.66435516
CHP02525,驴蹄草,0.6626779
CHP06157,琥珀,0.66236514
CHP04385,芜菁甘蓝,0.6583953
CHP00667,地柏枝,0.65548724
CHP01758,茴香根,0.6524214
CHP05379,泽藓,0.6439799
CHP05610,姊妹树,0.64286584
CHP04481,细香葱,0.6396473
CHP05198,鹰不泊,0.6367012
CHP03015,牛舌头,0.6361501
CHP01918,金锦香,0.6322914
CHP05009,椰子皮,0.62551045
CHP00768,钓樟枝叶,0.61739695
CHP01774,鸡蛋参,0.61237403
CHP04598,香樟叶,0.60969
CHP05171,银背藤,0.59516764
CHP03689,胜红蓟,0.59313375
CHP04558,香根芹,0.57793893
CHP04330,蕹菜,0.57413453
CHP04340,乌骨藤,0.5708486
CHP01156,岗松,0.56994927
CHP05712,紫珠,0.56481314
CHP05192,印度九里香,0.56239134
CHP05188,银叶树,0.56083024
CHP05795,地龙,0.5364053
CHP00149,白土茯苓,0.5302188
CHP03567,山棯叶,0.5280885
CHP03921,水杨枝叶,0.51764905
CHP03081,炮姜,0.5060341
CHP01788,鸡冠子,0.5058357
CHP01563,花椒簕,0.4998951
CHP04899,芫花,0.49631515
CHP01028,榧子,0.49626297
CHP04798,杏子,0.47486344
CHP00265,扁竹根,0.4593765
CHP04461,菥蓂,0.45750237
CHP00104,白菊花根,0.43266192
CHP04475,细果角茴香,0.41983348
CHP01201,功劳子,0.40394682
CHP00276,柄果槲寄生,0.37925133
CHP05692,紫薇花,0.3708855
CHP05173,银不换,0.3587739
CHP04322,榅桲,0.32567614
CHP01262,观音草,0.31232888
CHP04224,土丁桂,0.2955496
CHP05191,淫羊藿根,0.29313177
CHP01520,胡麻仁,0.27717564
CHP00629,胆南星,0.25191128
CHP02697,毛莲蒿,0.23517737
CHP02946,南天竹梗,0.23370263
CHP01362,荷梗,0.21346585
CHP00318,草胡椒,0.16479222
